Eng,Chi
KWAN Sze-Fong,關四方
LAO U-Kei,劉羽祺
TUNG Ching-Fan,董靜芬
Chan Oi-yan,陳靄欣
Lee Ming Chu and Enoch Cheung,張康生
Lee Miu Han and Clara Cheung,張嘉莉
Chiu and Eddie Cheung Wai Sum,張煒森
Mimi Ma and Peter Kong,江田雀
Kam Shui Yin and Edwin Lai + the Good Teeth group,黎健強及團隊皓齒會
Au Yiu Tai and Ivy Ma + Man Mei To,馬琼珠及文美桃
Lai Shui Wing and Jesse Clockwork,Jesse Clockwork
Bachelor of Arts (Fine Art)* students (majoring in Ceramics) & two Ceramics lecturers from Hong Kong Art School,香港藝術學院藝術文學士課程*學生（主修陶藝）以及兩位陶藝老師
Bronwen Shelwell,
Marco Flagg,
Tom Hayes,
Zhang Kaiqin,
Zheng Yiqiang,鄭毅強
Yasuo Sumi,鷲見康夫
COME INSIDE (MAK Ying Tung and WONG Ka Ying),COME INSIDE (麥影彤及黃嘉瀛)
Madi ALPIYEV,AYUMI ADACHI
Julienne BILAN,
Johnny CHOW,
HE Jiaqi,
HO Lok-yee Gloria,
LEUNG Cheuk-hang Ryan,
LU Han,
Ma Yiqin,
SU Diyue,
TEO Qiyu,
TANG Chi-to Tobias,
TO Tsz-sum Janice,
Winsome WONG,
WONG WONG Chun-man,
Francis,
WU Jiaru,
YU Yiqing,
Dai Yun,戴耘
,朱德群
Ma So-mui,馬素梅
Tsherin Sherpa,
Lee Ruixiang,李瑞祥
Tom Lau,劉德明
Lau Siu-chung Lonely,劉兆聰
Xu Xiaoguo,徐小國
,邱世華
,孟煌
,王忠傑
,賈藹力
,王思順
,劉辛夷
Young Kim,
Mel Bochner,
Hilarie HON,韓幸霖
Fernando Botero,
Carlos García de la Nuez,
Hanafi,Hanafi
Chan Yung-hei,陳雍希
Eddie Lui,呂豐雅
lvin Zafra,
Bea Camacho,
Felix Bacalo,
Jenifer Wofford,
Louie Cordero,
Maria Taniguchi,
Mike Arcega,
Ringo Bunoan,
Victor Balanon,
Tsui Pui-chee,徐沛之
Sinic Choy,Sinic Choy
Cheng Man Ngar,鄭文雅
Carlos Cruz-Diez,卡洛斯·克魯茲－迭斯
Lam King-ting,林敬庭
Wong Ka-ho,王家豪
Danny Lee,李展輝
Chou Yucheng,周育正
Chen Xi,陳曦
Chuck Close,
Yoshitomo Nara,
George Condo,
Michal Rovner,
Tara Donovan,
Shen Jingdong,沈京東
Ren Zhenyu,任震宇
CHO YONG-IK,趙容翊
Kahori Maki,
Masaki Yamazaki,
Maya Shibuya,
Polymorf,Polymorf
Phil Solomon,Phil Solomon
Verena Friedrich,Verena Friedrich
Caner Cihad,Cancer Cihad
Irene Agrivina,Irene Agrivina
Junya Kataoka,片岡純也
Lisa Park,Lisa Park
Cheuk Wing-nam,卓穎嵐
Chu Yiu-wai,朱耀煒
Hui Wai-keung,許維強
Chan Ho-choi Carla,陳好彩
Richard X Zawitz,李察．莎偉仕
Chan Chung-kong,陳松江
Alice Chan Fung-shan,陳鳳珊
Carmen Chan Kit-ming,陳潔明
Alithy Chan Siu-yin,陳小賢
Cindy Chan Yin-ming,陳燕明
Alice Cheng Lai-fong,鄭麗芳
Ricky Cheung Siu-wong,張兆煌
Crazramics,陸陶風
John Guest,John Guest
Sandra Ho Sin-man,何倩汶
Salina Lam Wai-yee,林惠兒
Lee Wai-sum,李慧心
Ricky Leung Chi-fat,梁志發
Michelle Li Ying-ting,李映霆
Louis Lo Sai-keung,盧世強
Isaac Mak Tsz-chung,麥子聰
Magdalen Sin Fu-ying,冼富英
Michelle Tsung Yee-san,曾懿珊
Wan Tsi-hin,尹子軒
Wong Kwok-chung,黃國忠
Desmond Wu Kwok-cheung,胡國祥
葉瑞琼 King Yip Sui-king,葉瑞琼
Huang Wei,黃威
Cheng Halley,鄭哈雷
Ho Kwun-ting,何冠廷
Lau Hok-shing,劉學成
Raymond (Hiu Kwong)  LAM,林曉光
Francesco Lietti,
Tiffany Szeto,
Thien-Ty Ly,
Mak Ying Tung,麥影彤
Wong Ka Ying,黃嘉瀛
Vincent Cazeneuve,
Wu Guanzhong,請參閱英文版本
Chao Shao-an,
Li Xiong Cai,
Cheng Shifa,
Liang Yan,
Hu Yongkai,
Xing Chengai and Feng Yiming,
Dong Ting Zhu,董婷竹
Lam Tian Xing,林天行
Li Mo,黎墨
Chuthip Chinchokchai,
Mari Bastashevski,Mari Bastashevski
Tyler Coburn,Tyler Coburn
Revital Cohen & Tuur Van Balen,Revital Cohen & Tuur Van Balen
Erin Diebboll,Erin Diebboll
Ferenc Gróf,Ferenc Gróf
Guo Xi & Zhang Jianling,郭熈及張健伶
Christopher Page,Christopher Page
Zheng Mahler,Zheng Mahler
Shane Aspegren,
Dale Frank,戴爾·弗蘭克
,曾肇弘
,石俊言
Stephen WONG Chun Hei,黃進曦
Scott Chan,陳建業
Andy Wauman,請參閱英文版本
Zhao Yiqian,趙一淺
Josephine Tsui,徐芷君
Ellen Or,Ellen Or
Serene Hui,許思樂 余淑培
Bobby Yu,
Yoshihiro Kikuchi,菊地良博
Chan Helena,陳婷
Leung Yim Wa,梁艷華
Wong Ka Man Carmen,黃家敏
Wong Yuet Hei,黃悅曦
Anniek Verholt,請參閱英文版本
Rachel Cheung,
CHAN Chor Yu,
CHIU Hiu Tung,
HO Oi Ying Valerie,
HUNG Sheung Yee Shirley,
IEONG Wing Lam,
KWOK Ka Lok,
LEUNG Wai Yan,
LI Lok Yi,
LI Tak Yung,
LUI Siu Fung,
SHUM Kwan Yi,
XIAO Wenyan,
Charlene Man,請參閱英文版本
Lai Ching Ching,
Lam Hau Yi,
Li Mei Yan,
Kan Ka Kin,
ZHANG Zhenyu,張震宇
Nina Pryde and students,派瑞芬及學生
TONY LLOYD,
Guillaume Cornet (aka Mr Guil),請參閱英文版本
LAURENT GRASSO,洛朗・格拉索
He Baili,
He Jilan,
Qi Baishi,齊白石
Shi Lu,石魯
Fabien Merelle,法比安‧梅洛
Troika,伊如．裡基 康尼．弗裡爾 塞巴斯蒂安．諾埃
Eva Rucki,
Sebastien Noel,
Adrian George,
Nuria Krämer,
Isaac Leung,
Zhenhua Li,
Hongjohn Lin,
Ying Tan,
Fu Kuen Tang,
Botero,伯特羅
You Jin,由金
GIAN,GIAN
John Franzen,John Franzen
Kyung Eun You,
Kakeru Asai,
Gabriel Beghi,
Jun Cen and Chinmuki,
LIU Dahong,劉大鴻
Günther Förg,
Ko Sin Tung,高倩彤
Andio LAI,黎仲民
Simon Lee Gallery Hong Kong is proud to present Fractured a selected group exhibition exploring one of modernism’s most characteristic formal strategies,
the fracturing of the picture plane. Just as the Renaissance development of perspective yielded the possibility of the representation of three dimensional space in a two dimensional plane,
so the modernist device of splitting the picture plane by means of formal fault lines suggested the simultaneous presentation of multiple viewpoints,
and opened the door to abstraction.,
Cédric Maridet,
Tang Kai Yiu Frank,鄧啟耀
Sanjay Bantawa,
Andy Yeung,Andy Yeung
Lee U-Fan,李禹煥
Natsuyuki Nakanishi,高松次郎
Yayoi Kusama,松谷武判
Tsuyoshi Maekawa,中西夏之
Jiro Yoshihara,草間彌生
Sadamasa Motonaga,
Atsuko Tanaka,
Gao Xingjian,高行健
,阿V／宋寶儀，金秀敏
,曹涵凱
,古燕妮
,Chan Ka-kiu
,Leung Ka-man
,Wong Tse-chun
,Ma Siu-lai
,Cheung Tsz-ki
,Cheng Hung
Gavin Turk,Gavin Turk
William Tang,鄧達智
Bernard Chan,郭遠堅
Derekque,陳本立
Spencer Lock,姚志良
Yiu Chi-leung,駱子斌
Zheng Hongxiang,吳以強
Wu Yiqiang,鍾照
Zhong Zhao,鄭宏祥
Sun Zhenqian,
Chang Chao-Tang,張照堂
Choi Boong-hyun,Choi Boong-hyun
Chuang Ling,莊靈
Hi Red Center,Hi Red Center
Huang Huacheng,黃華成
Jeong Gang-ja,Jeong Gang-ja
Kang Guk-jin,Kang Guk-jin
Yoko Ono,小野洋子
and Zero Dimension,Zero Dimension
Joao Vasco Paiva,Joao Vasco Paiva
Vivian POON,潘蔚然
Bouie CHOI,蔡鈺娟
LEUNG Ching-man,梁靜雯
WONG Xiang-xi,黃向藝
KWONG Wing-kwan,鄺詠君
LEUNG Wing-hong,梁詠康
ZHANG Xiao-li,張小黎
CHENG Tan-shan,鄭丹珊
Barbara CHOI,蔡德怡
CHAN Kwan-lok,陳鈞樂
CHEUK Ka-wai,卓家慧
Zaffer CHAN,陳瑞瑩
YAU Wing-fung,邱榮豐
Dang Xuan Hoa,
Van Tho,
Hoang Hai Anh,
Tran Tuan Nam,
Zhu Qingmi,
Simon Denny,Simon Denny
aaajiao,徐文愷
Cui Jie,崔潔
Guo Xi,郭熈
Hu Qingtai,胡慶泰
Li Liao,李燎
Liang Shuo,梁碩
Tao Hui,陶輝
Zhai Liang,翟倞
Danny Liu,劉定渝
Li Yin,李因
CHAN Suet Yi,陳雪兒
CHEUNG Tsz Hin,張⼦軒
Bosco LAW Ka Lam,羅家南
LING Pui Sze,淩佩詩
Stanley SHUM Kwan Hon,沈軍翰
Barbara Choi,蔡德怡
Mayuka Yamamoto,山本麻友香
Hergé,請參閱英文版本
Vandersteen,
Max de Radigues,
Pieter De Poortere,
YAZ,
Harold DePuymorin,
Pete Ross,
Wu Weixin,
Jean-Pierre Ruelle,請參閱英文版本
Rob Pruitt,
Chen Tong,陳侗
Szelit Cheung,張施烈
Chu Ying-tung,朱應東
Lin Ming-chen,林明琛
Tsui Chee-kui Joseph,徐志钜
Chan Siu-min,陳紹綿
Chan Chiu-lung,陳朝龍
Wong Pui-kong,黃配江
AuYeung Nai-chim,歐陽乃沾
Shaw Tze,蕭滋
Chung Yiu,鍾耀
Kwong Ko-wah,鄺高華
XYZA,
Hung Fai,熊輝
Chong Kwan-ting,莊鈞婷
Kylie Chan,請參閱英文版本
Manon Recordon,
Johnny Gin,甄祖倫
Remmus Ha,夏志明
Leung Chi-wo+Sara Wong,梁志和+黃志恆
Dinu Li,李典宇
Emmanuel Serna,蕭偉恆
Siu Wai-hang,Emmanuel Serna
Mehrdad Sadri,Mehrdad Sadri
Wong Tsz-chun Tom,黃子駿
nguyen tran cuong,
Kwan Jane,李德寶
Li Tak-po,關珍
Jovial Yeung,楊碧琪
Man Mei-to,文美桃
Ko Narm,高楠
Howard Hodgkin,
Liza Lou,
John Li,李東強
Puerta Roja is pleased to present for the first time in Asia the works of bamboo sculptor,
Laurent Martin “Lo” and the return of renowned digital artist Miguel Chevalier in it’s upcoming exhibition “Intangible Space”,
opening on 12 May 2016 as part of Le French May’s 2016 programme.,
The exhibition searches for an in-depth dialogue between virtual and physical territories,
natural and artificial constructions,
it explores the ways in which different artistic mediums: virtual projections,
2D and 3D digital prints and sculptures create new incorporeal spaces and challenge our perception of what is tangible and real.,
Li Yiwen,李易紋
Pang Yongjie,龐永傑
KEIJI UEMATSU,
Wu Chi-Tsung,吳季璁
Liu Wai Tong X Ivy Ma,廖偉棠ｘ馬琼珠；樊善標ｘ劉學成；韓麗珠ｘ蔡仞姿；飲江ｘ郝立仁；唐睿ｘ何兆南；崑南ｘ香建峰
Fan Sin Piu X Hanison,
Lau Hok Shing,
Hon Lai Chu X Choi Yan Chi,
Yam Gong X Hao Lap Yan Benjamin,
Tong Yui X South Ho,
Qua Nan X Alex HEUNG,
Yan Pei-Ming,
Eikoh HOSOE,
Takashi KIJIMA,
Daido MORIYAMA,
Takayuki OGAWA,
Eiichiro SAKATA,
Hajime SAWATARI,
Issei SUDA,
Shomei TOMATSU,
Jaromír Novotný,請參閱英文版本
Joan Cornellà,
Sayaka Kawamura,川村紗耶佳
Chan Wing-tung,陳穎潼
Lam Yan-wing,林欣穎
Lee Waying,李蕙縈
Tsang Tammi,曾天美
Zheng Tianyi,鄭天依
Katsuyoshi Inokuma,豬熊克芳
KLARA KRISTALOVA,
Jeong Myoung Jo,
Park Ji Sook,
Wallace Chang,鄭炳鴻
Sampson Wong,黃宇軒
HK Farm,HK Farm
Hanison Lau,劉學成
Kingsley Ng,伍韶勁
Qiu Shihua and Lo Shyh-charng,
Angel Vergara,請參閱英文版本
Will Benedict,
Frank Vigneron,韋一空
Janeni Chen,陳妮均
Tomoya Moriizumi,森泉智哉
CHEN Beixin,諶北新
Julvian Ho,何晉暐
Andio Lai,葉梵
Donna Tam,黎仲民
Vann Ip,龍悅程
Joyce Lung,吳森枝
Ng Sum-chi,譚倩婷
Siu Wai-hang,蕭偉恆
Andy Warhol,
ZeroHundred,
Steven Ma,
Cyrus Mok,
Yun Kyung JEONG,Yun Kyung JEONG
Yusuke KOMUTA,Yusuke KOMUTA
Arin Dwihartanto SUNARYO and TSANG Chui Mei,Arin Dwihartanto SUNARYO以及曾翠薇
Fang Lijun,方力鈞
Geng Jianyi,耿建翌
Huang Yong Ping,黃永砯
Zhang Peili,張培力及張曉剛等
and Zhang Xiaogang,
Tom Gidley,
Nogah Engler,
Troika,
Lu Song.,
May Yeung,
Mak Siu Fung Vincent,
Chung Ka Kan,
Leung Hoi Yung Iceman (Hong Kong Innovative Education Foundation).,
Maria TANIGUCHI,谷口瑪利亞
Maurice Benayoun,
CHEUK Wing Nam,卓穎嵐
Andio LAI Chung Man,黎仲民
LAU Ho Chi,劉浩知
Fiona LEE,李穎姍
Kel LOK Man Chung,駱敏聰
WONG Chun Hoi,王鎮海
WONG Fuk Kuen,黃福權
Hugo YEUNG Ming-him,楊鳴謙
CHUNG Chang-Sup,丁昌燮
Vik Muniz,
Miao Xiaochun,繆曉春
Michel Mouffe,請參閱英文版本
Du Zhenjun,杜震君
Sayaka Ishizuka,石塚沙矢香
Hew Locke,休·洛克
Li Tianbing,李天兵
Ren Ri,任日
Annica Cuppetelli and Cristobal Mendoza,古特利與文多薩 (美國
Chris Cheung,委內瑞拉)
Igor Deschamps,張瀚謙
Paolo Cirio,戴卓思 (法國)
Kimura,薛理遨 (意大利)
Tomoaki YANAGISAWA (Rhizomatiks),木村匡孝 (日本)
Bryan Chung,柳澤知明 (日本)
,鍾緯正
Wang Huangsheng,王璜生
Qu Leilei,曲磊磊
Sang Huoyao,桑火堯
Peng Kanglong,彭康隆
Annemarie Bucher,Annemarie Bucher
Steve Hui (alias Nerve),許傲山
Nuria Krämer,Nuria Krämer
Dominique Lämmli,Dominique Lämmli
Anthony Yeung,楊我華
Shinji Ogawa,小川信治
Yan Bo,閆博
Yann Kebbi,
Philippe Baudelocque,
Naiza Khan,
Cao Taiping,姜吉安 嚴善淳 吳剪 吳海洲 范安翔 賈秋玉 曹太平
Fan Anxiang,
Jia Qiuyu,
Jiang Ji'an,
Wu Haizhou,
Wu Jian,
Yan Shanchun,
,謝嘉敏
Tao Wan,陶澐
Dorothy Wong,黃加頌
Apple Cheng Wing-yee,鄭詠儀
Chung Ming-sum,鍾名心
Argus Fong Tsz-leong,方梓亮
Jeanie Ho,何芊欣
Hung Po-po,洪寶寶
Connie Lo Ho-yee,盧可兒
Michelle Tam Wai-in,譚慧妍
Chan Kwong-wah,陳廣華
Bryan Chung,鍾緯正
Doreen Etzler,Doreen Etzler
May Fung,馮美華
Phoebe Hui,許方華
Kum Chi-keung,甘志強
Ip Yuk-yiu,葉旭耀
Linda Lai + Floating Projects Collective,黎肖嫻+句點。據點群體
Lam Miu-ling + Yu Ka-ho,林妙玲+余家豪
Albert,林欣傑
Keith Lam,劉莉莉
Lily Lau,羅琛堡
Jamsen Law,羅頌雅
Jo Law,李天倫
Otto Li,動動像
MMI,毛文羽
,鮑藹倫
Mo Man-yu,孫詠怡+Helen Pritchard
Ellen Pau,Jeffrey Shaw
Winnie Soon + Helen Pritchard,黃志偉
Jeffrey Shaw,楊嘉輝
John Wong,余迪文
Samson Young,榮念曾
Solomon Yu,
Danny Yung,
,林愷倩
,梁志和
,宋拓
,葉建邦
Wu Feng,吳鋒
Cheng Bao-zhong,保忠
Hao Liang,郝量
Kang Chun-hui,康春慧
Qin Ai,秦艾
Ricky Yeung Luke Ching Lawman,楊秀卓 程展緯 羅文樂
Angela Bulloch,
Willde Ng,吳文芳
Pokras Lampas,
,陳天成
,陳仕暢
,張浩強
Lam Siu-wing,林兆榮
Eric Tsang,曾梓洋
Solomon Yu,余廸文
Archive of the People,人人檔案
Leong Ka Tai,梁家泰
Claudia Borella,
Agneta Ekholm,
Yick Hang (Anne Tsui),徐益行
Bae Bien-U,請參閱英文版本
Lau Wai,劉衛
Wong Wing Sang,黃永生
Dorothy Cheung Tsz Yan,
Carol Chow Pui Ha,
Grassroots Workes Photography Team (Instructor: Tai Ngai Lung),
Brian Kwok Sze Hang,
Kalen Lee Wing Ki,
Anson Mak Hoi Shan,
Terry Ng Hon Hei,
Jason Ng Wai Ho,
Paul Yeung Tak Ming,
Emilie Rolin,請參閱英文版本
Suzanne Au,雁兒
Wing Chiu,趙伊韻
Coriander Grass,芫茜草
Natalie Lau,劉培娥
Law Waileung,羅偉良
Chantelle Ng,吳舜筠
Wong Chung Yan,頌茵
Yiu Chun Wa,姚俊樺
Steve McCurry,
Hong Kyoung Tack,
Lam Tung-pang,林東鵬
,張和勇
,蔡士弘
Chan Cheuk Nam Jerry,陳焯南，柳廣成
Lau Kwong Shing,
Chris Lo,羅士廉
http:,Should we duplicate to record different venues?
www.arts-news.net,
artevent,
event,
%E8%8B%B1%E5%9C%8B%E8%97%9D%E8%A1%93%E5%AE%B6%E6%9E%97%E2%80%A7%E6%9F%A5%E5%BE%B7%E5%81%89%E9%9B%95%E5%A1%91%E5%B1%95,
,區嘉林
,陳其謙
,張志力
,何影朗
,鄺良
,劉鎮和
,盧念慈
,廖綺玲
,黃成耀
,余樹德
Maggie Wong,
Mark Law,
Xeda Or,
,加藤泉
,陳飛
,伍振榮
Hyun-Cho,曹鉉
S,S
O Project,O Project
,黃京
Siu Ding,小丁
JEREMY EVERETT,傑裡米・埃弗雷特
Ann Veronica Janssens,請參閱英文版本
Angel Vergara and Dominique Stroobant,
Harold Ancart,
Marc Lambrechts,
Sophie Whettnall,
Yim Wai-wai,嚴惠蕙
Chau Shik Hung,巢錫雄
Anatta,林文傑
Chan Pui Leng,王純傑
Ng Chung,吳松
Wong Shun Kit,無我
Lam Man Kit,陳珮玲
Maurice Benayoun,莫奔
Tobias Gremmler,圖途
Max Hattler,Max Hattler
Fiona Lee,李穎珊
Eason Tsang Ka Wai,曾家偉
Gaêl Davrinche,
Nicole Wong,
Edwin K. Lai,黎健強
Lau Ching Ping,劉清平
Jeff Leung,林東鵬
Tse Ming Chong,梁展峰
Amy Chan,謝明莊
Paul Yeung,陳一雲
Frank Chan,楊德銘
Enoch Cheung,陳復
,張康生
Thomas Houseago,
Helen Pun,潘靜怡
Inci Eviner,伊恩奇·文涅爾
Golnaz Fathi,貢奈絲·法蒂
Liu Yujie,劉玉潔
Pan Jian,任⽇
Ren Ri,因卡·修尼巴爾
Yinka Shonibare MBE,蘇東平
Su Dong Ping,辛塔·坦達雅
Sinta Tantra,張健君
Zhang Jian-Jun,
Mary Corse,
Nari Ward,
Rasheed Araeen,
Antony Micallef was born in Swindon,
England in 1975 and graduated in Fine Arts from the University of Plymouth. He was notably taught by the austere landscape painter John Virtue,
who was taught by the postwar painter Frank Auerbach. Described as a modern Expressionist and widely recognized as one of the finest painters in contemporary art today,
Micallef roots his work in social commentary and self-examination. His latest series,
Self,
consists of introspective self-portraits that also explore the artist’s relationship with paint.,
Carlos Castellanos,Carlos Castellanos
Elena Knox,Elena Knox
Hiram Wong,黃凱馭
John Campbell and Rebecca Caines,John Campbell
,Rebecca Caines
PANG HO-CHEUNG,
Ho Oi-yan Carol,何藹恩
Sergey Ponomarev,
,李美娟
Sutee Kunavichayanont,
Lin Chi-wei,林其蔚
,何孟勝 許勝雄
Liao Zhen Wu,廖真武
,羅伯特．勞森伯格
Ocean Leung,梁御東
RongRong,
Inri,
Ryuji Tanaka,請參閱英文版本
Queenie Rosita Law,羅君兒
Sandra Chevrier,Sandra Chevrier
Wong Kit Yi,黃潔宜
Hom Nguyen,
Li Huasheng,
Nie Ou,
Fang Zhaoling,
Shi Hu,
CHLOE HO,何鳳蓮
Afa Annfa,李思汝
Brackmetal,Brackmetal
Core,Core
Jan Curious,Jan Curious
Jay Fanakapan,Jay Fanakapan
Justin Shoulder,Justin Shoulder
Laurent Segretier,Laurent Segretier
Michael Lau,劉建文
Yeung Hok Tak,楊學德
Winnie Kwan,關慧芹
Chan Yii Rong,陳乙榕
Choi Ho Ming & Li Zi Rui,蔡浩銘
,李子蕊
Claire Brandon,克萊兒‧布蘭登
DENG CHENWEN\LI YUELING\ATTASIT POKPONG\MITSURU WATANABE\TOKUHIRO KAWAI,
Kaiaroonsuth Chonticha,
Kwok Tsz Lam Lamothy,
Ng Tin Yuet,
Lalan,謝景蘭
Jens FÄNGE,延斯·梵歌
Natalie Lo Lai Lai,勞麗麗
Chan Chun-hing,陳晉興
Cheung Chin-hang,張展恆
Cecilia Ho,何紫君
Mariana Hahn,關尚智
Kwan Sheung-chi,Mariana Hahn
,許曉楓
,黎小傑
,李英維
Mei Kai,梅凱
Shen Daohong,沈道鴻
Zhou Mingnan,周明安
Wang Xiaoling,汪曉靈
Dai Yuqiao,戴雨樵
Zhao Zhizhang,趙志章
Li Qing,李青
Jeff Zilm,
Xu Chenyang,徐晨陽
Ling Jian,凌健
Nicole Wong,王思遨
Hoang Duong Cam,黃陽琴
Laurent Dequick,Laurent Dequick
Mok Wai-chee,莫惠芝
LAM Tian Xing and Chui Tse Hung,
Anna Leung,梁安娜
Somali Tsui,余筱華
JEONG-MIN SUH,
John Young,
Hung Liu,
Pan Jian,
Cold Ink,
Enrico Castellani,
Dorina MOCAN,
SOENG GIN MEI MAAN,
Ho Siu-kee,何紹基
Wei Qingji,萬青吉
Shi Jin-hua,石晉華
Dara Birnbaum,達拉．畢恩包，曹斐，天娜．哈維洛克．史蒂芬斯，曲倩雯，麗素．麥蓮，娜塔莎．尼希克，人工衛星子！，黃頌恩，廉智惠
Cao Fei,
Tina Havelock Stevens,
Rachel Maclean,
Natacha Nisic,
Sputniko!,
Ji Hye Yeom,
Kam Pui Kwan,
Lee Siu Hin,
Lam Wing Sze,
Tetsuo Mizu,水島哲雄
Laurent Mignonneau,Laurent Mignonneau（法國）
Christa Sommerer,Christa Sommerer（奧地利）
Issac Chong Wai,莊偉
Jaffa Lam,林嵐
Jason Lam and Sampson Wong,林志輝與黃宇軒
Takashi Wakamiya,若宮隆志
Wong Sauching,王守清
Lin Yonglin,林永霖
Nuri Kuzucan,紐利‧庫祖詹
Tse Lok-lun,謝諾麟
Wessel Huisman,
Tøru Harada,原田 とおる
Yan Cong,煙囪
Mickalene Thomas,
Anatta,無我
Sylvia So,蘇美莉
Giulia Cucini,
Daniel Eaton,
Terence Leung,
Chi Chi Cheng,
Lee Du Ploy,
Yin Xiuzhen,尹秀珍
Li Donglu,
Yuan Gong,原弓
TETSU TAKEDA,武田哲
Jao Tsung-I,饒宗頤
TAN Kent Keong,陳桀強
Wang Zhibo,王之博
Onion Peterman,請參閱英文版本
,黃炳培
,馮漢紀
,黃振強
,劉國豪
,王思遨
,方琛宇
Ricky Luk,
Patrick Lee,
Toshiaki Hicosaka,彦坂敏昭
,Aleksandra Mir
,Isabel Nolan
,Adam Silverman
,朱田
Kel LOK,駱敏聰
LAI Wai-leung,黎偉亮
Jess LAU,劉清華
Kelvin LAM,林建才
Kenneth CHANG,張梓軒
Fatghost,肥鬼
Jason WONG,黃子玨
Tracey Emin,請參閱英文版本
Tracey Emin,翠西·艾敏
Cheng Siu Chung,鄭少忠
Huang Zhe,黃喆
Hong Dan,洪丹
& Yang FangTao,羊芳濤
Zhang Lehua,張樂華
Tsuchida Yasuhiko,土田康彥
Tuan Andrew Nguyen,
Samuel Adam Swope,
Veron Sung,阿V／宋寶儀
Shepard Fairey,
Wilson Tsang,曾永曦
Hui Sze Lok Serene,
POON Mei Yee,潘美義
Leona & LAW How Tung,羅巧彤
Tiffany,
Wang Du,王度
Yume Asobi,綿引展子
Chan Kau On,請參閱英文版本
JM Robert,
Abelardo Hernandez,
Kelsey Montague,
Joyce Yung,
DAN COLEN,
Hiroshi Sugimoto,杉本博司
Zhang Huan,張洹
Matthew Tsang Man Fu,曾敏富
Eddie Peake,
,黃向藝
CHEN Yujun,陳彧君
CHEN Yufan,陳彧凡
Xu Longsen,徐龍森
Annie Leibovitz,
Wilson Shieh,石家豪
Natsumi Iino,飯野夏實
Xie Nanxing,
Xie Qi,謝其
Aung Khaing,
Chan Aye,
Phyu Mon,
Thynn Lei Nwe,
Myint San Myint,
Khin Thethtar Latt (Nora),
Tim Eitel,
Yuji Kanamaru,金丸悠兒
Yuko Nasaka,名坂有子
Brandon Chan,
Danny Lai,
Perry Tang,
Zhao Gang,趙剛
Zhao Zhao,赵赵
Park Seo-Bo,
Law How Tung Tiffany,
Lee Sum Yi,
Supachet Bhumakarn,
Ploy Kasom,
Olarn Plubplon,
Flying Pig,飛天豬
Chan Dick,陳的
Carla Chan,陸揚
Chris Cheung,孫遜
Tang Kwok Hin,陳維
Morgan Wong,陳天灼
Chen Tianzhuo,雙飛藝術中心
Chen Wei,胡為一，鄧國騫
Double Fly Art Center,張瀚謙
Hu Weiyi,黃榮法
Lu Yang,陳好彩
Sun Xun,
Amar Kanwar,Amar Kanwar
Yael Bartana,Yael Bartana
Hiwa K,Hiwa K
Sven Johne,Sven Johne
Florian Andreas Dedek,Florian Andreas Dedek
Mario Rizzi,Mario Rizzi
Cyrill Lachauer,Cyrill Lachauer
Harun Farocki,Harun Farocki
Marcel Odenbach,Marcel Odenbach
Ivy Ma,馬瓊珠
Yuk King Tan,陳玉瓊
Iwasaki Takahiro,鄭然斗
Jung Yeondoo,岩崎貴宏
Darren Bader,Darren Bader
DIS,DIS
Aleksandra Domanović,Aleksandra Domanović
Gregory Edwards,Gregory Edwards
Li Ming,李明
Liang Wei,梁偉
Lin Ke,林科
Liu Shiyuan,劉詩園
Miao Ying,苗穎
Laura Owens,Laura Owens
Oliver Payne,Oliver Payne
Sondra Perry,Sondra Perry
Wang Xin,王欣及Anicka Yi
Anicka Yi,
Alan Ng,伍頴麟
Jaffe Tse,謝斐
Chan See Kwong Ray & AMA Huen,陳思光及萱寧
Cheung Ho Keung Edward,張浩強
Kwan Jan Woon,關正垣
Liang Yee Woo Evelyna,梁以瑚
Mak Siu Fung Vincent,麥兆豐
Nesheim Steven,Nesheim Steven
Tong Kam Tang,唐錦騰
Weissenbach Mei Yung,陳美容
Yim Wai Wai,嚴惠蕙
Yuen Wing Yin Thomas,袁永賢
,張寶寶
,沈嘉豪
,周佩霞
,陳朗熹
,秦沅琳
,蕭雲
,游樂
,林健恆
,黃勤帶
,關錦昌
,容學勤
,關兆宏
,陳一
,伍又青
,何兆南
,余偉建
Gaybird Leung,梁基爵
Derry Ainsworth,Derry Ainsworth
Christopher Button,Christopher Button
Tse Ming-chong,謝明莊
Cherry Wong,Cherry Wong
Wu Yiping,吳毅平
M.Irfan,M.Irfan
Zulkarnaini,Zulkarnaini
Sin Sin Man,Sin Sin Man
Rick Lewis,Rick Lewis
Zhang Xiaodong,Zhang Xiaodong
An Gee Chan,
Lim Bob Chan,
Kelly Chan,
Kristy Marcelle Chan,
Kin-Ting Li,
Cyrus Hung,
Katharine Tsang,
Arielle Tse,
Nabil Ahmed,Nabil Ahmed
Anida Yoeu Ali,Anida Yoeu Ali
Malala Andrialavidrazana,Malala Andrialavidrazana
Joël Andrianomearisoa,Joël Andrianomearisoa
Au Hoi Lam,歐凱琳
Pablo Bartholomew,Pablo Bartholomew
Daniel Boyd,Daniel Boyd
Sarat Mala Chakma,Sarat Mala Chakma
Chandrakanth Chitara,Chandrakanth Chithara
Rashid Choudhury,Rashid Chowdhury
Christy Chow,周穎璇
