ID,節目名稱,Programme Name,舞蹈類別,Category,節目類型,Type,節目類型2,Type2,活動性質,Nature,節目簡介,About the Programme,首演日期,Init Date,日期,Date,地點,Venue,Venue_Date_Price (grouped for those with more than 1 venue),場數,Number of Performance,主辦單位,Presenter,製作/演出單位,Production / Performing Unit,演出/製作,Cast and Production,票價,Ticket Price,演出/參加人數,Number of dancers / participants,觀眾人數,Number of Audience,得獎名單 (比賽),Awardee List,時間長度,Programme Duration,藝術總監,Name of Artistic Director,編舞,Choreographers,舞評記錄,Reviews Record,相關節目,Related Programme,多媒體,Multi-Media,場刊,Special Issue,其他,Others,更新日期 (YYYY-mm-dd),Last Update (YYYY-mm-dd),Count (y/n),藝術類別_ArtForm,子分類_ArtGenre SubCategory,本地非本地_Local_Overseas,過去海外演出  Past shows at overseas,Link to be shown on web,Additional Link,Remarks,系列類型_Event Type TC,系列類型_Event Type EN,系列filter_1_TC,系列filter_1_EN,系列filter_2_TC,系列filter_2_EN,系列全稱_Event Full Name TC,系列全稱_Event Full Name EN,indoor/outdoor/both,start_date,end_date,low_price,high_price,venue.1,venue_en,teacher_student
3-104,香港波蘭交流及聯合創作計劃《反反覆覆》,RE/evolution (Poland)    Y-Space/Silesian Dance Theatre (SDT)(Poland),現代舞,Modern,演出,Performance,,,文化交流,Culture Exchange,反覆傳統 顛覆科技 尋找平衡從地球形成開，從有生命、有人類開始，經過數十億年發展到今天，科技不斷在提升發展，我們的慾望擴張了，生活是變得更舒適、悠閒，還是更忙碌？物質生活快速提升，我們的壽命延長了，換來是把身體交托給機械和藥物還是我們對生命的掌控和自主加強了？ 我們該如何在科技與發展的同時保留我們的文化傳統？兩者是否可以並存？面對文明/發展/與科技及歷史或/文化/傳統，現代人類該如何在這兩極中尋找平衡？要活在當下，我們該如何自處？《反反覆覆》，正是與觀眾一同探討傳統與科技這個人類切身的問題！  《反反覆覆》共分兩條主線，一是由遠古到今，另一主線是由未來到今天，中間穿梭不冋的大小片段。,"As multi-media dance theatre, RE/evolution made use of different theatrical languages to address a pressing issue in today’s world – the clashes and the fusion of tradition and technology.  Technology evolves, needs are met, fuelling more desires. Have our lives become more comfortable, or more hectic? We live longer - due to our dependence on drugs and machines, or from increased control over our own lives? How can cultural traditions be preserved as technology develops - can they co-exist? How to find the balance?  ",5/15/10,2010-05-15,"2010/05/15-16,06/03","2010/05/15-16,06/03",葵青劇院演藝廳,"Auditorium, Kwai Tsing Theatre, Hong Kong",,2,2,多空間,Y-Space,多空間 及 波蘭 Silesian 舞蹈劇場,Y-Space & Silesian Dance Theatre,,,$150,$150,8,8,346,346,-,-,1小時15分鐘,1hr&15mins,馬才和 & 林恩積,Victor Ma Choi Wo &  Jacek Luminski_,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作、非本地製作,2010/7/2 波蘭,,,,.,.,.,.,.,.,.,.,indoor,2001-06-03,2010-05-15,150,,"葵青劇院演藝廳
","Kwai Tsing Theatre, Auditorium
",
3-105,波蘭十七屆國際當代舞蹈會議及表演節2010《反反覆覆》,RE/evolution (Poland)  Poland XVII Annual International Contemporary Conference and Performance Festival 2010,現代舞,Modern,演出,Performance,,,演出,Performance,反覆傳統 顛覆科技 尋找平衡 從地球形成開始，從有生命、有人類開始，經過數十億年發展到今天，科技不斷在提升發展，我們的慾望擴張了，生活是變得更舒適、悠閒，還是更忙碌？物質生活快速提升，我們的壽命延長了，換來是把身體交托給機械和藥物還是我們對生命的掌控和自主加強了？ 我們該如何在科技與發展的同時保留我們的文化傳統？兩者是否可以並存？  面對文明/發展/與科技及歷史或/文化/傳統，現代人類該如何在這兩極中尋找平衡？要活在當下，我們該如何自處？《反反覆覆》，正是與觀眾一同探討傳統與科技這個人類切身的問題！  《反反覆覆》共分兩條主線，一是由遠古到今，另一主線是由未來到今天，中間穿梭不冋的大小片段。,"As multi-media dance theatre, RE/evolution made use of different theatrical languages to address a pressing issue in today’s world – the clashes and the fusion of tradition and technology.  Technology evolves, needs are met, fuelling more desires. Have our lives become more comfortable, or more hectic? We live longer - due to our dependence on drugs and machines, or from increased control over our own lives? How can cultural traditions be preserved as technology develops - can they co-exist? How to find the balance?  ",7/2/10,2010-07-02,2010/07/02,2010/07/02,波蘭．貝托姆電力廠,"Power Plant, Bytom, Poland",,1,1,Silesian Dance Theatre,Silesian Dance Theatre,「多空間」及Silesian Dance Theatre,Y-Space & Silesian Dance Theatre,,,$100,$100,8,8,500,500,-,-,1小時30分鐘,1hr&30mins,馬才和 & 林恩積,Victor Ma Choi Wo &  Jacek Luminski_,,,,,,,,,,,,,,,n,,現代舞／當代舞,本地製作、非本地製作,,,,海外演出,.,.,.,.,.,.,.,.,outdoor,2010-07-02,,100,,"波蘭．貝托姆電力廠
","Power Plant, Bytom, Poland
",
3-106,自主舞蹈創作平台2010《搞乜义嘢!?》,New Dance Platform 2010 Show What!?,現代舞,Modern,演出,Performance,,,演出,Performance,「自主舞蹈創作平台」是一個獨立、自由、自主的舞蹈創作平台，期望透過這個平台長遠能鼓勵並發掘更多有潛質的舞壇創作人，為他們提供一個進行創作及發表作品的空間。「自主舞蹈創作平台」可以協助本地舞壇新進將其意念及理想轉化為演出，讓他們能有一個與公眾分享作品及發表創作之機會。2010年，「多空間」繼續當「媒人」，為舞壇新進成其好事，入圍的五個組合來自不同背景，更能夠看到新舊舞蹈 創作人的交接及傷健共融!《搞乜义嘢！？》SHOW What!，再一次讓觀眾見證年輕創作人“搞嘢”的成果。,"New Dance Platform is a free , independent and autonomous platform for dance creations.It aims to explore and encourage innovative and upcoming choreographers in a long run, and enabling them to present their works. From vision to presentation ,New Dance Platform allows potential choreographers to share their works with the public. ",9/17/10,2010-09-17,2010/09/17-18,2010/09/17-18,上環文娛中心劇院," Theatre,Sheung Wan Civic Centre ",,2,2,康樂及文化事務署,Leisure and Cultural Services Department,多空間,Y-Space,,,$120,$120,24,24,279,279,-,-,90分鐘,90mins,馬才和,Victor Ma Choi Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-09-17,2010-09-18,120,,"上環文娛中心劇院
","Theatre,Sheung Wan Civic Centre
",
3-107,《緣舞場二十五•裡裡外外》,Improvisation Land XXV – Inside Out Outside In,現代舞,Modern,演出,Performance,,,演出,Performance,竹園內庭 + 玻璃幕墙 + 劇院環境 + 光影聲效 + 觀衆互動 = 《裡裡外外》 「多空間」首次於元朗劇院竹林進行的環境即興，過程中，觀眾更可選擇於竹園內庭或隔着玻璃幕牆於劇院室內不同場景觀賞演出，角度轉變，移步換景，由觀眾主宰。  你在外時我在內， 我在內時你在外， 你在我內，我在你內， 你我共融，你我相隔， 你我不分，你我分離， 你你我我，裡裡外外…！ 倚重空間，依靠裝置，依賴環境， 風景不獨在身外，尚且在心內…,"Bamboo garden + glass wall + theatre complex + light & sound + audience interaction = Inside Out, Outside In … Audience members could choose to view from within the bamboo garden or through the glass wall. The scene changed as the perspective changed – left to the viewer’s decision.   ",10/2/10,2010-10-02,2010/10/02-03,2010/10/02-03,元朗劇院竹林,Bamboo Garden of Yuen Long Theatre,,2,2,多空間,Y-Space,多空間,Y-Space,,,免費,FREE,8,8,450,450,-,-,1小時30分鐘,1hr&30mins,馬才和,Victor Ma Choi  Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-10-02,2010-10-03,免費,,"元朗劇院竹林庭園
","Yuen Long Theatre, Bamboo Courtyard
",
3-108,《緣舞場二十六•生鬼聚會》,Improvisation Land XXVII – Ghost Party,現代舞,Modern,演出,Performance,,,演出,Performance,一個集合、錄影與互動媒體的即興表演 匯合了香港、美國、日本頂尖藝術家，一齊進入別開生面的「生鬼」聚會。,"Ghost Party is an improvisation performance that gathers dance, music and multimedia top artists from Japan, US and Hong Kong. ",10/23/10,2010-10-23,2010/10/23,2010/10/23,多空間，Y劇場,Y-Space  TheatreY,,1,1,多空間,Y-Space,多空間,Y-Space,,,$100,$100,7,7,28,28,-,-,1小時15分鐘,1hr&15mins,馬才和,Victor Ma Choi Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞、影像、多媒體裝置,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-10-23,,100,,"多空間Y劇場
","Y-Space, Theatre Y
",
3-109,四圍跳系列—環境舞蹈《跳上跳落跳出跳入跳進元朗劇院》,Dancing “In” Dancing “Out” - Dance Around YL Theatre,現代舞,Modern,演出,Performance,,,演出,Performance,《跳上跳落跳出跳入跳進元朗劇院》為「多空間」之「四圍跳」- 環境舞蹈系列之創作。 從室外跳到室內  從大堂跳到竹庭  從地面跳到樓上  從前台跳到後台  從後台跳到元朗劇院演藝廳觀眾席…… 演出帶領觀眾透過一次探奇歷程來近距離接觸及探索元朗劇院之建築特色，參加者被引領到元朗劇院不同角落，全方位的欣賞演出，並經驗一次立體的表演！,"Different sites within the Yuen Long Theatre complex became performance spaces, each with its own architectural characteristics. From outdoors to indoors, from foyer to the bamboo garden, from ground level to upstairs, from stage to backstage and to the auditorium … a dance viewed from all angles!",11/13/10,2010-11-13,2010/11/13-14,2010/11/13-14,元朗劇院,Yuen Long Theatre,,4,4,多空間,Y-Space,多空間,Y-Space,,,免費,FREE,11,11,837,837,-,-,1小時30分鐘,1hr&30mins,馬才和,Victor Ma Choi Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-11-13,2010-11-14,免費,,"元朗劇院
","Yuen Long Theatre
",
3-110,緣舞場二十七-觸動 ( 香港舞蹈節開幕式匯演),Improvisation Land XXVII - Contact,現代舞,Modern,演出,Performance,,,演出,Performance,作品於2010年香港舞蹈節之開幕禮中演出，由一個簡單概念 “接觸”開始，並延伸至環境及觀眾…!  馬才和及嚴明然他們在身體帶上無線攝錄機，並將二人現場舞動期間之互動影像投放於銀幕，再加上現場音樂人所擦出之火花，觸動身體感觀產生動作和感覺，演出是一個結合音樂、互動媒體與舞蹈的即興演出。,"Performed at the opening ceremony of the 2010 Hong Kong Dance Festival. Victor and Mandy moved with wireless camcorders attached, and the spaces and images between the interacting bodies were projected live on the screen. Between body contacting body, and between live music and movement, sensations and movements were sparked and ignited. ",11/25/10,2010-11-25,2010-11-25,2010-11-25,香港文化中心大劇院,"Hong Kong Cultural Centre, Grand Theatre",,1,1,藝發局,HKADC,多空間,Y-Space,,,免費,FREE,2,2,800,800,-,-,8分鐘,8mins,馬才和,Victor Ma Choi Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞、影像、多媒體裝置,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-11-25,,免費,,"香港文化中心大劇院
","Hong Kong Cultural Centre, Grand Theatre
",
3-111,《舞可能三-這是一個舞蹈表演II之起舞吧》香港舞蹈節2010節目之《三各演異》,Dance “In” Possible III - This is a Dance Performance!? II – Shall We Dance! HK Dance Festival 2010 programme - Fre3 Dance,現代舞,Modern,演出,Performance,,,演出,Performance,《三各演異》齊集頂尖本地現代舞團︰動藝、不加鎖舞踊館及多空間，破天荒首次同台演出，反轉香港至潮文化地標──賽馬會創意藝術中心，玩盡劇場內外每一吋空間──除了極具自家特色及令人拍案叫絕的原創舞台作品外，更會將前身為工廠大廈的創意藝術中心化成令人意想不到的舞者另類舞台，加上多位來自不同界別藝術家瞓身落場齊齊”jam”，務求與觀眾零距離，帶領觀眾進入比3D夢遊仙境更震撼的全方位感官體驗。 《舞可能三-----這是一個舞蹈表演II之起舞吧》是根據舞可能三2000年的演出版本作調整及修改而成的。,"Fre3Dance was the first ever collaboration between DanceArt, Unlock Dancing Plaza and Y-Space, the three top modern dance companies in Hong Kong. The programme was a mixed bill inside the Black Box Theatre, bringing together excerpts of the companies’ best in their repertoires, as well as site-specific improvisation performances with artists from other disciplines throughout the public spaces of the JCCAC building. The 360ﾟexperience at this unique creative arts hub (which used to be a factory estate) ignited the senses of the audiences and offered a brand new way to explore modern dance. This was a refined version of Dance “In” Possible III –This is a Dance Performance!? that premiered in 2000. ",12/3/10,2010-12-03,2010/12/03-05,2010/12/03-05,賽馬會創意藝術中心黑盒劇場,"Black Box Theatre, Jockey Club Creative Arts Centre, HK",,3,3,多空間 & 不加鎖舞踊館 & 動藝,Y-Space & Unlick Dancing Plaza & DanceArt,多空間,Y-Space,,,$150,$150,2,2,191,191,-,-,30分鐘,30mins,馬才和,Victor Ma Choi Wo,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-12-03,2010-12-05,150,,"賽馬會創意藝術中心黑盒劇場
","Jockey Club Creative Arts Centre, Black Box Theatre, HK
",
3-113,我心高飛之城市傳奇,Dancing Heart’s City Legend,現代舞,Modern,演出,Performance,,,演出,Performance,對於心飛舞團來說，舞蹈就是其生命的真諦，一直以舞蹈這媒體為生命舞蹈，將快樂、熱情帶出社區。為其踏入十周年作小結，並讓社會大眾認識其藝術領域的得著及成就，因此於2010年3月舉辦「我心高飛之城市傳奇」節目。當中由香港著名舞蹈家暨本會舞蹈藝術顧問王廷琳先生編排14首舞蹈作品，配合心飛舞者純真的心、燦爛的笑容，並聯同一群有志服務社區之舞蹈愛好者「舞蹈大使」，在繁忙的城市裏，綻放一道道的彩虹。,"Dance is the true essence for Dancing Heart Troupe, it expresses the happiness, enthusiasm in their lives. 2010 was going to be the 10th anniversary of the troupe, we held a show “Dancing Heart’s City Legend” in March 2010 to share their achievements with the community. Our Dance Development Consultant, Mr. Andy Wong, also known as Hong Kong Dance Artist, choreographed 14 dance pieces for the show. With the brightness smile and genuine of our Dancing Heart Troupe, together with ‘DancingAngels’, the amateurs of dance who are ambitious community service, the art revitalizing one’s life in our city.",3/6/10,2010-03-06,2010/03/06,2010/03/06,上環文娛中心,SHEUNG WAN CIVIC CENTRE,,1,1,聖雅各福群會,St. James Settlement,-,-,,,$80/ $40 (優惠票),$80/ $40 (discount),50,50,480,480,-,-,1小時30分鐘,1hr&30mins,王廷琳,Mr. Andy Wong,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2010-03-06,,80,,"上環文娛中心
","Sheung Wan Civic Centre
",
3-114,我心高飛之城市傳奇~快樂篇,Dancing Heart’s  City Legend  (Our Happiness),現代舞,Modern,演出,Performance,,,演出,Performance,承2010年3月份『我心高飛之城市傳奇』的演出，灣仔區議會社區建設委員會屬下社區共融工作小組誠邀本會合辦『我心高飛之城市傳奇 ~ 快樂篇』，讓更多社會大眾，可以欣賞智障人士的舞蹈藝術成就，一同感受其真摰的快樂。在聖誕夜裏，心飛舞者以跳躍的身軀，在17首舞蹈作品中去傳播「愛與快樂」。並集結十大傑出青年汪明欣小姐悅耳出色的歌聲及一群有志服務社區之舞蹈愛好者「舞蹈大使」，展現復康人士的驕傲，實行以生命影響生命，共建快樂的城市傳奇。,"With the positive feedbacks of “Dancing Heart’s City Legend” in March 2010, Wanchai District Council Community Building Committee invited us to share  the ‘Love and Happiness’ to our city again, “Dancing Heart’s City Legend~Our Happiness” had been held in Christmas of 2010. Dancing  Heart Troupe performed 17 dance pieces, together with Artist, Ten Outstanding Young Person 2008 Awardees-Miss Wong Ming Yan, Chirstina and  “DancingAngels” to demonstrate the talents of the disabilities. Through the show, we passed our spirit to other lives and let the harmony pass on.",12/23/10,2010-12-23,2010/12/23-24,2010/12/23-24,西灣河文娛中心,Sai Wan Ho Civic Centre,,2,2,聖雅各福群會,St. James Settlement,-,-,,,免費,FREE,60,60,480,480,-,-,1小時30分鐘,1hr&30mins,王廷琳,Mr. Andy Wong,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2010-12-23,2010-12-24,免費,,"西灣河文娛中心
","Sai Wan Ho Civic Centre
",
3-115,週末藝趣:西方民族舞,SATURDAY  ARTS  DELIGHTS,"民族舞,西方民族舞","Ethnic,Western dance",演出,Performance,,,演出,Performance,表演節目 1.芭姬女子圓環舞/匈牙利 2.男子競技舞/匈牙利 3.西班牙舞 4.蘇穆基鄉村舞曲/ 匈牙利  5.愛爾蘭組曲  6.希花比爾/蘇格蘭  7.紡織姑娘/亞美尼亞  8.沙瑪利撃鞋舞/匈牙利  9.活潑的女孩/羅馬尼亞  10.西班牙舞  11.嘉域卡女子舞/斯洛伐克,1.Bagi Karikazo / Hungary  2.Kalotaszegi Legenyes/ Hungary 3.Tangos Flamenco/Spain   4.Somogy(Karikazo&Ugros)/Hungary   5.Dance from Ireland 6.Heatherbrae/Scotland  7.Aghcheekneroo Par/Armenia   8.SzatmariVerbunk Hungary 9.Crihalma/Romania  10.Sevillanas/Spain               11.Karicka/Slovakia,,,2010-01-23,2010-01-23,香港文化中心大堂,Hong Kong Cultural Centre Foyer,,1,1,香港文化中心,Hong Kong Cultural Centre,全藝歐洲民族舞蹈團,VERSATILE WESTERN FOLK DANCE TROUPE,,,免費,FREE,50,50,300-400,300-400,?,?,45分鐘,45mins,周全輝,Chau Chuen Fai,,,,,,,,,,,,,,,y,舞蹈,西方民族舞、芭姬女子圓環舞/匈牙利、男子競技舞/匈牙利、西班牙舞、蘇穆基鄉村舞曲/ 匈牙利、愛爾蘭組曲、希花比爾/蘇格蘭、紡織姑娘/亞美尼亞、沙瑪利撃鞋舞/匈牙利、活潑的女孩/羅馬尼亞、西班牙舞、嘉域卡女子舞/斯洛伐克,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,Invalid date,,免費,,"香港文化中心大堂
","Hong Kong Cultural Centre, Foyer
",
3-116,《當代中國文化 – 傳承與創新》大學講座/ 工作坊,,中國舞,,演出,Performance,,,演出,Performance,,,11/24/09,2009-11-24,"2009/11/24 & 2010/01/26, 03/18, 10/28 & 2011/01/25","2009/11/24 & 2010/01/26, 03/18, 10/28 & 2011/01/25",香港科技大學展覽廳、香港城市大學惠卿劇院、香港浸會大學善衡校園方樹泉圖書館501室、香港中文大學邵逸夫堂、香港演藝學院一號舞蹈室,"Hong Kong University of Science and Technology, Exposition Hall; City University of Hong Kong, Wei Hing Theatre; Hong Kong Baptist University, Ho Sin Hang Campus, Fong Shu Chuen Library, Room 501; The Chinese University of Hong Kong, Sir Run Run Shaw Hall; Hong Kong Academy for Performing Arts, Dance Studio 1",,,,錢秀蓮舞蹈團,Miranda Chin Dance Company,錢秀蓮舞蹈團,Miranda Chin Dance Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,中國舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2009-11-24,Invalid date,免費,,"香港科技大學展覽廳
香港城市大學惠卿劇院
香港浸會大學善衡校園方樹泉圖書館501室
香港中文大學邵逸夫堂
香港演藝學院一號舞蹈室
","Hong Kong University of Science and Technology, Exposition Hall; City University of Hong Kong, Amenities Building, 4/F, Covered Terrace, Wei Hing Theatre; Hong Kong Baptist University, Ho Sin Hang Campus, Fong Shu Chuen Library, Room 501; The Chinese University of Hong Kong, United College, 2/F Cheung Chuk Shan Amenities Building, Sir Run Run Shaw Hall; Hong Kong Academy for Performing Arts, Dance Studio 1
",
