ID,節目名稱,Programme Name,舞蹈類別,Category,節目類型,Type,節目類型2,Type2,活動性質,Nature,節目簡介,About the Programme,首演日期,Init Date,日期,Date,地點,Venue,Venue_Date_Price (grouped for those with more than 1 venue),場數,Number of Performance,主辦單位,Presenter,製作/演出單位,Production / Performing Unit,演出/製作,Cast and Production,票價,Ticket Price,演出/參加人數,Number of dancers / participants,觀眾人數,Number of Audience,得獎名單 (比賽),Awardee List,時間長度,Programme Duration,藝術總監,Name of Artistic Director,編舞,Choreographers,舞評記錄,Reviews Record,相關節目,Related Programme,多媒體,Multi-Media,場刊,Special Issue,其他,Others,更新日期 (YYYY-mm-dd),Last Update (YYYY-mm-dd),Count (y/n),藝術類別_ArtForm,子分類_ArtGenre SubCategory,本地非本地_Local_Overseas,過去海外演出  Past shows at overseas,Link to be shown on web,Additional Link,Remarks,系列類型_Event Type TC,系列類型_Event Type EN,系列filter_1_TC,系列filter_1_EN,系列filter_2_TC,系列filter_2_EN,系列全稱_Event Full Name TC,系列全稱_Event Full Name EN,indoor/outdoor/both,start_date,end_date,low_price,high_price,venue.1,venue_en,teacher_student
3-1389,《藍夫人》(重新演繹),Le French May 2011：《BLUE L ADY》(REVISITED),現代舞,Modern,演出,Performance,,,演出,Performance,國際知名的美籍女編舞家卡露蓮．卡爾遜在舞壇上一直維持旺盛創造力，至今寶刀未老。近年她把自己1983年的成名作《藍夫人》傳授給其愛將演出。卡爾遜1971年去法國前，是美國艾文尼古拉斯現代舞團的出色舞者。從1974到1980年間，她在巴黎歌劇院芭蕾舞團擔任「星級編舞家」。此後四十年她致力推廣法國當代舞，她稱之為「視覺詩歌」。卡爾遜編過百隻以上的原創舞蹈，2006年在威尼斯雙年展上獲得首個頒與編舞家的金獅獎。今天她是法國魯貝國家編舞中心及卡露蓮．卡爾遜巴黎工作室的總監。卡爾遜的傳奇之作《藍夫人》，是她四十歲剛生,"California-born Carolyn Carlson is an internationally renowned choreographer who has wowed audiences with works that are landmarks in the history of dance. She arrived in France in 1971 as the beneficiary of Alwin Nikolais’s ideas on movement, composition and teaching, and from 1974-1980 served as Etoile-Choregraphe at the Paris Opera Ballet. For the last four decades she has played an integral role in the birth of French contemporary dance, or as she terms it, ‘visual poetry’. The creator of more than 100 original dance pieces, she received the first ever Golden Lion given to a choreographer by the Venice Biennale in 2006. Today she is the director of the National Choreographic Centre Roubaix Nord- Pas-de-Calais, and the Atelier de Paris-Carolyn Carlson, which offers master classes and support to young dancers and choreographers. Carlson first performed her now legendary solo piece “Blue Lady” in 1983 at the Teatro La Fenice in Venice. Inspired by Venice, and becoming a mother at 40, it was such a huge success that she continued to perform it for ten years. Fascinated by onnagata, the traditional Japanese dance where a man plays the role of a woman, she handed the piece over to Finnish dancer Tero Saarinen, who first performed it at the Lyon Dance Biennale in 2008. Saarinen began his dance career with the Finnish National Ballet in 1985. In 1996 he founded his own group, and has gained critical acclaim and received numerous international awards for his outstanding performances, including a Pro Finlanda Medal in 2005, the most prestigious recognition given to artists in Finland. Charismatic with an angular body that has been shaped by different dance disciplines, Saarinen’s exceptional movements are further enhanced by swirling fabrics, and the skilful use of hats and venetian blinds. Carlson’s fascinating self portrait, spanning childhood to old age is illuminated to perfection and accompanied by the rhythmical music of Rene Aubry.",6/2/11,2011-06-02,2011/06/02,2011/06/02,香港演藝學院戲劇院,"Drama Theatre, The Hong Kong Academy for Perfoming Arts",,1,1,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,卡露蓮• 卡爾遜 / 泰羅• 沙里寧,Carolyn Carlson / Tero Saarinen,,,"$280, $200, $140","$280, $200, $140",,,,,,,75分鐘,75min,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2011,2011,法國五月藝術節2011,Le French May 2011,indoor,2011-06-02,,140,280,"香港演藝學院戲劇院
","Hong Kong Academy for Performing Arts, Drama Theatre
",
3-1390,《加時賽》,Le French May 2012：Arrets De Jeu,現代舞,Modern,演出,Performance,,,演出,Performance,,,4/18/12,2012-04-18,2012/04/18-19,2012/04/18-19,青年廣場Y 綜藝館," Y-Theatre, Youth Square",,2,2,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,皮亞．域 高 (法國),Pierre Rigal (France),,,"$280, $220, $160","$280, $220, $160",,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,both,2012-04-18,2012-04-19,160,280,"青年廣場Y綜藝館
","Youth Square, Y Theatre
",
3-1391,《城市芭蕾》,Le French May 2012：Urban Ballet,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,5/25/12,2012-05-25,2012/05/25-26,2012/05/25-26,上環文娛中心劇院,"Lecture Hall, Sheung Wan Civic Centre ",,2,2,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,,Compagnie Rêvolution - Anthony Égéa (France),,,"$380, $280, $180","$380, $280, $180",,,,,,,,,,,,Anthony Égéa,,,,,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,indoor,2012-05-25,2012-05-26,180,380,"上環文娛中心劇院
","Lecture Hall, Sheung Wan Civic Centre
",
3-1392,Cie Rêvolution 舞團《城市芭蕾》大師班,Le French May 2012 : Urban Ballet Master Class by Cie Rêvolution Dance Company,現代舞,Modern,演出,Performance,,,演出,Performance,由Cie Rêvolution舞團帶領的大師班，讓參加者對芭蕾舞及Hip Hop文化另眼相看。編舞家Anthony Égéa將嚴格精煉的古典舞與充滿能量的hip hop揉合，並混合兩位著名法國作曲家維瓦特和拉威爾的音樂，試圖發掘舞蹈嶄新的可能性。該跨流派舞蹈表演分為四部曲，表達人體的四種狀態；由十位古典、現代舞步技巧成熟的舞者演繹。《城市芭蕾》藉著展示各種舞蹈的節奏、力量和動作，以顯示編舞的無限可能性。,"YAF’s members joined the master class by Cie Rêvolution Dance Company performing Urban Ballet. Participants had a different thought on classic ballet and Hip Hop culture. Choreographed by Anthony Égéa, Urban Ballet consists of four acts that mean to show four different ways of incarnating the body. Initially constrained in the midst of a group, each performer strives to express his or her artistic singularity through dancing that gradually becomes liberated. To the sombre purity of Vivaldi’s Stabat Mater answers a sensual solo piece that plays on the male/female ambiguity. The dramatic strain of Ravel’s Boléro propels nine performers along stretched out lines, allowing for sculptural postures. The lyrical power of contemporary music inspires a strange trio performance that makes one feel as if he were penetrating the microcosm of insects. The orchestral piece by Franck II Louise, especially composed for the ballet, conjures up a body of ten dancers.",5/26/12,2012-05-26,2012/05/26,2012/05/26,香港演藝學院舞蹈室,"Dance Studio, The Hong Kong Academy for Perfoming Arts ",,,,香港青年藝術協會,Hong Kong Youth Arts Foundation,香港青年藝術協會,Hong Kong Youth Arts Foundation,,,不詳,Unknown,,,20,20,,,2小時,2hr,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,indoor,2012-05-26,,免費,,"香港演藝學院舞蹈室
","Dance Studio, The Hong Kong Academy for Perfoming Arts
",
3-1393,《珀蒂帕的舞步》,Le French May 2012：In the Steps of Petipa,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,6/6/12,2012-06-06,2012/06/06-07,2012/06/06-07,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,2,2,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,波爾多國家歌劇院芭蕾舞團 (法國),Ballet de l'Opera National de Bordeaux (France),,,"$880, $680, $480, $380, $280","$880, $680, $480, $380, $280",,,,,,,88分鐘,88min,查爾斯．裘德,Charles Jude,,,,,,,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,indoor,2012-06-06,2012-06-07,280,880,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1394,《躍動四重奏》,Le French May 2012：4 Tendances,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,6/8/12,2012-06-08,2012/06/08-09,2012/06/08-09,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,2,2,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,波爾多國家歌劇院芭蕾舞團 (法國),Ballet de l'Opera National de Bordeaux (France),,,"$680, $520, $460, $320, $220","$680, $520, $460, $320, $220",,,,,,,67分鐘,67min,查爾斯．裘德,Charles Jude,,,,,,,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,indoor,2012-06-08,2012-06-09,220,680,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1395,《無人之境》,Le French May 2012：Stand Alone Zone,現代舞,Modern,演出,Performance,,,演出,Performance,,,6/16/12,2012-06-16,2012/06/16-17,2012/06/16-17,香港演藝學院戲劇院,"Drama Theatre, The Hong Kong Academy for Perfoming Arts",,2,2,法國駐香港及澳門總領事館,Consulate General of France in Hong Kong and Macau,,SystemeCastafiore (France),,,"$380, $280, $180","$380, $280, $180",,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,法國五月藝術節,Le French May,2012,2012,法國五月藝術節2012,Le French May 2012,indoor,2012-06-16,2012-06-17,180,380,"香港演藝學院戲劇院
","Hong Kong Academy for Performing Arts, Drama Theatre
",
3-1396,,Over-come/Over.come,現代舞,Modern,演出,Performance,,,,,,,11/23/12,,23-25/11/2012,,一路青空,The Radiant Theatre,,4,4,香港藝穗民化協會,Hong Kong People's Fringe Association,兩口米 、 租師父,Mimi Lo、 Joseph Ngan,,,"$90, $60","$90, $60",,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2012-11-23,Invalid date,60,90,"一路青空
","The Radiant Theatre
",
3-1397,《生命有時，不如跳舞》,It's time to dance no matter who you are,現代舞,Modern,演出,Performance,,,,,,,12/1/12,,1-2/12/2012,,動藝白盒劇場,"White Box Theatre, DanceArt",,3,3,香港藝穗民化協會,Hong Kong People's Fringe Association,,Shall We Dance,,,$80,$80,,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2012-02-12,2012-12-01,80,,"動藝White Room
","DanceArt Hong Kong White Room
",
3-1398,,The Christmas Extravaganza,其他,Others,演出,Performance,,,,,,,12/6/12,,6-8/12/2012,,,Bisous,,3,3,香港藝穗民化協會,Hong Kong People's Fringe Association,,Vixens Burlesque,,,$250,$250,,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,綜合及其他,本地製作,,,,,.,.,.,.,.,.,.,.,,2012-08-12,2012-12-06,250,,"
","Bisous
",
3-1399,《甩拍 1.0 》,Off Beat 1.0,現代舞,Modern,演出,Performance,,,,,,,12/7/12,,7-8/12/2012,,不加鎖舞踊館,Unlock Dancing Plaza,,2,2,香港藝穗民化協會,Hong Kong People's Fringe Association,不加鎖舞踊館,Unlock Dancing Plaza,,,$100,$100,,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,indoor,2012-08-12,2012-12-07,100,,"不加鎖舞踊館
","Unlock Dancing Plaza
",
3-1400,《羽爺》,Hane-G,現代舞,Modern,演出,Performance,,,,,,,12/13/12,,13-15/12/2012,,天邊外自由劇場,Theatre Horizon,,3,3,香港藝穗民化協會,Hong Kong People's Fringe Association,松島誠、橋本禮 (日本),Makoto Matsushima & Rei Hashimoto (Japan),,,$150,$150,,,,,,,,,,,,,,,,,,,,,,,,,n,戲劇、舞蹈,話劇、形體、錄像、現代舞／當代舞、跨媒體藝術,非本地製作,,,,counted in Drama 10-14 (id16950),.,.,.,.,.,.,.,.,indoor,2012-12-13,Invalid date,150,,"天邊外自由劇場
","Theatre Horizon
",
3-1402,《開放舞蹈》,OPEN DANCE,現代舞,Modern,演出,Performance,,,,,,,2/10/12,,10/2; 19/5; 10/8; 26/10/2012,,香港藝術中心、香港藝術中心正門 、中環行人隧道（港鐵香港站內，近C出口）,"Hong Kong Arts Centre、Main Entrance of Hong Kong Arts Centre、Central Subway (near exit C, MTR Hong Kong Station)",,4,4,香港藝術中心,Hong Kong Arts Centre,香港藝術中心,Hong Kong Arts Centre,,,不詳,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,本地製作,,,,,.,.,.,.,.,.,.,.,both,2012-02-10,,免費,,"香港藝術中心
香港藝術中心正門
中環行人隧道（港鐵香港站內，近C出口）
","Hong Kong Arts Centre
Hong Kong Arts Centre, Main Entrance
Central Subway 
",
3-1403,《爸爸的選擇》,Hobson’s Choice,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,英國哈羅特〃布里格豪斯原著的經典喜劇《女大不中留》，落到英國最重要的編舞家之一，伯明翰皇家芭蕾舞團藝術總監大衛〃賓冺手上，變成一齣輕鬆有趣，叫人笑破肚皮的芭蕾舞劇。 每個男人背後都有一個女人，每個爮爮都怕有一個這樣的女兒 ─ 鞋店老闆鶴臣的大千金便是造鞋匠威爾背後的那一位，她推推推，要推威爾入教堂，再推推推，要推鶴臣老爹讓她帶着家產嫁愛郎。大衛〃賓冺編排的《爮爮的選擇》，將原著的惹笑情節，以精巧誇張的舞蹈動作放大。1989年首演以來，廣受英國大小觀眾歡迎，這次來港，是鶴臣一家的芭蕾故事首次在海外舞台上演。,"Based on Harold Brighouse's stage play of the same name, Hobson’s Choice is an uplifting ballet which tells the tale of Will Mossop, a humble shoe maker whose talent could take him far - if only someone would push him firmly in the right direction. Maggie Hobson is the girl for the job, but she must outmanoeuvre her equally stubborn father.2011 Hong Kong Arts Festival http://www.hk.artsfestival.org Birmingham Royal Ballet‘s Artistic Director David Bintley translates the affectionate rags-to-riches comedy into a series of memorable dances, each with its own individual charm and character. With Bintley's comic choreography and Paul Reade's sparkling score, Hobson's Choice offers something special for all the family and guarantees to ―send you out with a sigh of happiness‖ (The Stage).",2/18/11,2011-02-18,2011/02/18-20,2011/02/18-20,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,4,4,香港藝術節協會,Hong Kong Arts Festival Society,伯明翰皇家芭蕾舞團 (英國),Birmingham Royal Ballet (UK),,,$580 $480 $380 $280 $180,$580 $480 $380 $280 $180,,,,,,,2小時20分鐘,2hr20min,,,大衛 賓利,David Bintley,,,,,,,,,,,,,y,舞蹈,芭蕾舞、舞劇,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-02-18,2011-02-20,580,,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1404,亞太舞蹈平台 (節目一)：daniel k、李思颺,"Asia Pacific Dance Platform Programme I - daniel k, Justyne Li",現代舞,Modern,演出,Performance,,,演出,Performance,來自新加坡、馬來西亞和韓國的新晉編舞/舞者，聯同兩位本地年輕編舞/舞者，各顯神通，帶來五個風格迥異、個性獨特的獨舞作品。 亞太舞蹈帄台延續首兩屆對當代舞蹈的支持，再次透過演出、工作坊及座談會，凝聚亞太舞蹈的創意與動能，為編舞、舞者與觀眾提供交流帄台。,"The Asia Pacific Dance Platform (APDP) celebrates the creativity and dynamism of contemporary dance in the Asia Pacific region encouraging an appreciation of current dance trends in the region and communication within practitioners among Workshops, Dialogues and Performances. This year, APDP presents an exhilarating series of new solo works by choreographers from Singapore, Malaysia, Korea and Hong Kong. Do not miss the opportunity to explore and experience the latest in contemporary dance in the region.",2/25/11,2011-02-25,2011/02/25-26,2011/02/25-26,葵青劇院黑盒劇場,"Black Box Theatre, Kwai Tsing Theatre",,,,香港藝術節協會,Hong Kong Arts Festival Society,daniel k、李思颺,"daniel k, Justyne Li",,,$120,$120,,,,,,,1 小時 30 分鐘,1 hr 30 min,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-02-25,2011-02-26,120,,"葵青劇院黑盒劇場
","Kwai Tsing Theatre, Black Box Theatre
",
3-1405,亞太舞蹈平台 (節目二)：李善娥、蘇海莉‧米切蓮、郭曉靈,"Asia Pacific Dance Platform Programme II - Sun-A Lee, Suhaili Micheline, Elaine Kwok",現代舞,Modern,演出,Performance,,,演出,Performance,來自新加坡、馬來西亞和韓國的新晉編舞/舞者，聯同兩位本地年輕編舞/舞者，各顯神通，帶來五個風格迥異、個性獨特的獨舞作品。 亞太舞蹈帄台延續首兩屆對當代舞蹈的支持，再次透過演出、工作坊及座談會，凝聚亞太舞蹈的創意與動能，為編舞、舞者與觀眾提供交流帄台。,"The Asia Pacific Dance Platform (APDP) celebrates the creativity and dynamism of contemporary dance in the Asia Pacific region encouraging an appreciation of current dance trends in the region and communication within practitioners among Workshops, Dialogues and Performances. This year, APDP presents an exhilarating series of new solo works by choreographers from Singapore, Malaysia, Korea and Hong Kong. Do not miss the opportunity to explore and experience the latest in contemporary dance in the region.",2/26/11,2011-02-26,2011/02/26-27,2011/02/26-27,葵青劇院黑盒劇場,"Black Box Theatre, Kwai Tsing Theatre",,,,香港藝術節協會,Hong Kong Arts Festival Society,李善娥、蘇海莉‧米切蓮、郭曉靈,"Sun-A Lee, Suhaili Micheline, Elaine Kwok",,,$120,$120,,,,,,,1 小時 30 分鐘,1 hr 30 min,,,,,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-02-26,2011-02-27,120,,"葵青劇院黑盒劇場
","Kwai Tsing Theatre, Black Box Theatre
",
3-1406,《小夜曲》、《嬉遊曲》作品15 、《雙協奏曲》、 《協奏曲DSCH》,Serenade、Divertimento No. 15、Duo Concertant、Concerto DSCH,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,3/4/11,2011-03-04,2011/03/04-05,2011/03/04-05,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,3,3,香港藝術節協會,Hong Kong Arts Festival Society,紐約市芭蕾舞團 (美國),New York City Ballet (USA),,,"$720, $650, $550, $440, $340, $220 ","$720, $650, $550, $440, $340, $220 ",,,,,,,2小時s30分鐘,2hr30min,,,,,,,《三樂章交霻曲》、《聚會上的舞蹈》 、《夢斷城西組曲》2011/03/06-07,Symphony in Three Movements、Dances at a Gathering、West Side Story Suite 2011/03/06-07,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-03-04,2011-03-05,220,720,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1407,《三樂章交霻曲》、《聚會上的舞蹈》 、《夢斷城西組曲》,Symphony in Three Movements、Dances at a Gathering、West Side Story Suite,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,3/6/11,2011-03-06,2011/03/06-07,2011/03/06-07,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,4,4,香港藝術節協會,Hong Kong Arts Festival Society,紐約市芭蕾舞團 (美國),New York City Ballet (USA),,,"$720, $650, $550, $440, $340, $220","$720, $650, $550, $440, $340, $220",,,,,,,2小時s40分鐘,2hr40min,,,,,,,《小夜曲》、《嬉遊曲》作品15 、《雙協奏曲》、 《協奏曲DSCH》2011/03/04-05,Serenade、Divertimento No. 15、Duo Concertant、Concerto DSCH  2011/03/04-05,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-03-06,2011-03-07,220,720,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1408,《康乃馨》,Carnations (Nelken),現代舞,Modern,演出,Performance,,,演出,Performance,1982年作品《康乃馨》， 8000朶粉紅的康乃馨佈滿一台的景象震懾人心。舞台上每一位表演者既是演員又是舞者，也都是常人，他們會跌會痛會笑會哭......翩娜〃包殊把日常生活與舞蹈元素共冶一爐，將男女情感、兩性關係，以至對藝術的看法，以繁花似錦的手法灑滿舞台。當年上演，撼動觀眾與評論人的神經，今天再看，在顛覆傳統與描劃心靈之間，還給觀眾一次靜心細思人生百味的機會。,"Created by Bausch for the Tanztheater Wuppertal at the height of her power, Carnations is set in a field of 8,000 pink carnations. An unpredictable series of 2011 Hong Kong Arts Festival http://www.hk.artsfestival.org montages are juxtaposed through her signature use of free association: a girl silently wanders through the flowers wearing just an accordion; grown men joyfully bunny-hop around the field under the watchful eyes of  Carnations reveals itself as a collection of sinister childhood games, a kaleidoscope of hopes and fears steeped in a Bauschian value of humour, empathy and self-revelation -- a fitting tribute to its creator, modern dance‘s first lady Pina Bausch.security guards and patrol dogs… ",3/11/11,2011-03-11,2011/03/11-13,2011/03/11-13,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,3,3,香港藝術節協會,Hong Kong Arts Festival Society,翩娜  包殊烏珀塔爾舞蹈劇場 (德國),Tanztheater Wuppertal Pina Bausch (Germany),,,"$650, $550, $450, $350, $250, $150","$650, $550, $450, $350, $250, $150",,,,,,,1 小時 and 50 分鐘,1 hr50 min,,,翩娜‧包殊,Peter Pabst,,,,,,,,,,,,,y,舞蹈,現代舞／當代舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-03-11,2011-03-13,150,650,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1409,《MOMIX reMIX》,《MOMIX reMIX》,其他,Others,演出,Performance,,,演出,Performance,《MOMIX reMIX》集舞團過去演出的精粹，把海洋世界及沙漠生爱帶到觀眾眼前，舞者和大自然融為一體，你甚至會看見史前巨爱，每一幕都令你心跳加速，衝擊你的想像空間。正如《紐約時報》所說，「觀眾們大呼過癮，光看一場實在不夠滿足。」,"Momix reMIX is a thrilling reverie which transports the audience to a fantasy world with innovative props, entrancing music, magical lighting and performers of exceptional inventiveness and physical beauty. Known as dance-illusionists, the cast of Momix reMIX defy gravity; performing unimaginable feats with powerful grace, and creating scenes of dream-like splendour.",3/23/11,2011-03-23,2011/03/23-27,2011/03/23-27,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,5,5,香港藝術節協會,Hong Kong Arts Festival Society,莫米克斯舞蹈奇藝坊 (美國),MOMIX Dance Theater (USA),,,"$480, $400, $320, $240, $180","$480, $400, $320, $240, $180",,,,,,,2小時,2hr,,,,,,,,,,,,,,,,,y,舞蹈,綜合及其他,非本地製作,,https://www.hk.artsfestival.org/store/house-programme/2011/35_MOMIX.pdf,,https://www.hk.artsfestival.org/store/house-programme/2011/35_MOMIX.pdf,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-03-23,2011-03-27,180,480,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
3-1410,《金瓶梅》,The Golden Lotus,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,舞劇《金瓶梅》以西門慶的家庭生活為中心，透過極寫西門慶的縱慾，與眾多女性不同的性愛關係，反照當時社會的壓抑與道德規範々生命中三位女性──潘金蓮、李瓶兒與龐春梅，寫出女性曲折微妙的情愛世界。 王媛媛為中國第一位取得四次國際最佳編舞大獎的當代舞蹈家，曾與張藝謀合作舞劇《大紅燈籠高高掛》，2008年在匇京市文化局支持下，成立中國第一個當代芭蕾舞團「匇京當代芭蕾舞團」，是當今內地最具活力與創造力的編舞家之一。,"Jing Ping Mei is the most notorious novel in Chinese literature. Also known as The Golden Lotus, it was banned for centuries because of explicit sexual content. Nonetheless, its reputation and literary merit ensured that it was valued by generations of literati, eventually to become established in the Chinese literary canon. Internationally acclaimed ballet choreographer of The Peony Pavilion and Raise the Red Lantern, Wang Yuanyuan takes on this tale of debauchery and excess, and liberates its three female protagonists through dance: Pan‘s quest for sexual empowerment, Li‘s longing for everlasting love and Pang‘s struggle for social independence. The Beijing Dance Theater is known as the first Chinese company to fuse ballet and modern dance. So expectation is high as Wang and her sought-after creative team, headed by Oscar-winning designer Tim Yip and Music Director of the Beijing Olympics Opening Ceremony Chen Qigang, lead China‘s most daring dancers in recreating the house of merchant Ximen Qing and its web of household politics spun by wives, concubines and servants.",3/25/11,2011-03-25,2011/03/25-27,2011/03/25-27,香港演藝學院歌劇院,"Lyric Theatre, The Hong Kong Academy for Perfoming Arts",,4,4,香港藝術節協會,Hong Kong Arts Festival Society,北京當代芭蕾舞團 (北京),Beijing Dance Theater (Beijing),,,"$480, $380, $280, $220, $160","$480, $380, $280, $220, $160",,,,,,,,,,,王媛媛,Wang Yuanyuan,,,,,,,,,,,,,y,舞蹈,芭蕾舞、舞劇,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第三十九屆 (2011),39th (2011),第三十九屆香港藝術節,The 39th Hong Kong Arts Festival,indoor,2011-03-25,2011-03-27,160,480,"香港演藝學院歌劇院
","Hong Kong Academy for Performing Arts, Lyric Theatre
",
3-1411,《馬勒第三交響曲》,Third Symphony of Gustav Mahler,芭蕾舞,Ballet,演出,Performance,,,演出,Performance,,,1/31/12,2012-01-31,2012/01/31,2012/01/31,香港文化中心大劇院,"Grand Theatre, Hong Kong Cultural Centre ",,1,1,香港藝術節協會,Hong Kong Arts Festival Society,漢堡芭蕾舞團 (德國),The Hamburg Ballet (Germany),,,"$680, $580, $480, $380, $300, $200","$680, $580, $480, $380, $300, $200",,,,,,,,,,,,,,,《慾望號街車》2012/02/03-05,A Streetcar Named Desire  2012/02/03-05,,,,,,,,,y,舞蹈,芭蕾舞,非本地製作,,,,,藝術節,Arts Festival,香港藝術節,Hong Kong Arts Festival,第四十屆 (2012),40th (2012),第四十屆香港藝術節,The 40th Hong Kong Arts Festival,indoor,2012-01-31,,200,680,"香港文化中心大劇院
","Grand Hong Kong Cultural Centre, Studio Theatre
",
