Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,ADC_Remarks_deleted,ADC_Remarks,ADC_Remarks_date,new_Remarks,duration_of_exhibition,,,,exh_venue,site_count (new),site_count_B,OLD_actual_days,published_permanent_count/常設展,published_Days/年度展期天,exh_to_count/統計數量,non_duplicated_date_count,new_Days/年度展期天,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1112,11120434,,0,Local,本地 ,,,"Linkbridge, Lincoln House, Taikoo Place",n.a,,,BUSS,Lincoln House,Sculpture,雕塑,n.a.,n.a.,Go With The Flow,n.a,Go With The Flow,n.a.,n.a.,2011/06/08,2011/06/30,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Antoinette Rozan,n.a,n.a,n.a,1 ,1 ,3 ,88 ,,,0 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,2,,,,#VALUE!,1 ,23 ,0 ,23 ,1 ,1 ,69 ,,,NA,,,
1112,11120435,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Painting,繪畫,n.a.,n.a.,I Gusti Ngurah Buda  Solo Exhibition,n.a,I Gusti Ngurah Buda  Solo Exhibition,n.a.,n.a.,2011/06/15,2011/07/15,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,I Gusti Ngurah Buda ,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,8,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,76 ,,,NA,,,
1112,11120436,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Painting,繪畫,n.a.,n.a.,Group Exhibition,n.a,Group Exhibition,n.a.,n.a.,2011/06/30,2011/07/30,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Rick Lewis, Youri Leroux",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,1,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,91 ,,,NA,,,
1112,11120437,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Mixed Art-forms,綜合展,n.a.,n.a.,Indonesian Artists Group Show,n.a,Indonesian Artists Group Show,n.a.,n.a.,2011/08/09,2011/08/31,2011 ,8 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Andy Dewantoro, Bob Sick Yudhita, Eddie Hara, Jumaldi Alfi, Kokok P Sancoko, Muhamad Irfan, Nasirun, Pande Ketut Taman, S. Teddy Darmawan, Tisna Sanjaya, Yunizar",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,4,,,,#VALUE!,0 ,23 ,0 ,23 ,1 ,1 ,131 ,,,NA,,,
1112,11120438,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Painting,繪畫,n.a.,n.a.,Hanafi Solo Exhibition,n.a,Hanafi Solo Exhibition,n.a.,n.a.,2011/09/08,2011/10/07,2011 ,9 ,0 ,Sin Sin Fine Art; Komaneka Fine Art Gallery; Neka Art Museum Ubud,Sin Sin Fine Art; Komaneka Fine Art Gallery; Neka Art Museum Ubud,n.a,n.a,n.a,n.a,Hanafi,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,30 ,,,,,,,,,1,1,,,,#VALUE!,0 ,30 ,0 ,30 ,1 ,1 ,161 ,,,NA,,,
1112,11120439,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Painting,繪畫,n.a.,n.a.,TOUCH,n.a,TOUCH,n.a.,n.a.,2011/10/07,2011/11/04,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Julia Nee Chu,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,29 ,,,,,,,,,1,5,,,,#VALUE!,0 ,29 ,0 ,29 ,1 ,1 ,190 ,,,NA,,,
1112,11120440,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Poetry in Motion,n.a,Poetry in Motion,n.a.,n.a.,2011/11/10,2011/12/02,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Tilo Kaiser,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1,,1 ,,23 ,,,,,,,,,1,2,,,,#VALUE!,0 ,23 ,0 ,23 ,1,1 ,224 ,,,NA,,,
1112,11120441,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Mixed Art-forms,綜合展,n.a.,n.a.,Reach for the HeART,心窗,心窗,n.a.,n.a.,2011/12/09,2011/12/31,2011 ,12 ,0 ,Sin Sin Fine Art; Art in Hospital ,Sin Sin Fine Art、藝術在醫院,n.a,n.a,n.a,n.a,Ann Niu; Damon Tong; Fung Ming Chip; Gavin Au; Hengki Pudjianto; I Gusti Ngurah Buda; Jaffa Lam; Julia Nee Chu; Kokok P. Sancoko; Koon Wai Bong; Lee Man Sang; Mak Sau Ying; Maria Lobo; Rick Lewis; Stephanie Sin; Sun Guangyi; Suzy Cheung; Tang Kwok Hin; Tilo Kaiser; Wong Wing Tong; Wong Yan Kwai,牛安、唐偉傑、馮明秋、區家耀、Hengki Pudjianto、I Gusti Ngurah Buda、林嵐、邱久麗、Kokok P. Sancoko、管偉邦、李文生、麥秀英、Maria Lobo、Rick Lewis、冼朗兒、孫廣義、張啟新、鄧國騫、Tilo Kaiser、王永棠、黃仁逵,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,3,,,,#VALUE!,0 ,23 ,0 ,23 ,1 ,1 ,253 ,,,NA,,,
1112,11120445,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,Wonderland,n.a,Wonderland,n.a.,n.a.,2011/04/07,2011/05/07,2011 ,4 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Kate Banazi, Gav Barbey, GMC, Sophie Gralton, Dave Hacker, Mariko Jesse, Sandrine Rondard, Catherine Swan",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,5,,,,#VALUE!,1 ,31 ,0 ,31 ,1 ,1 ,7 ,,,NA,,,
1112,11120446,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,The Reading Room,n.a,The Reading Room,n.a.,n.a.,2011/05/12,2011/06/04,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Casper CHAN, WONG Kai Kin, Yolanda YEUNG, LEE Kai Chung, Michelle LEE Ho Wing",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,24 ,,,,,,,,,1,2,,,,#VALUE!,0 ,24 ,0 ,24 ,1 ,1 ,42 ,,,NA,,,
1112,11120447,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,Pure A:Aboriginal,n.a,Pure A:Aboriginal,n.a.,n.a.,2011/06/09,2011/08/27,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,80 ,,,,,,,,,1,1,,,,#VALUE!,0 ,80 ,0 ,80 ,1 ,1 ,70 ,,,NA,,,
1112,11120448,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,Pure A part II: Attitude,n.a,Pure A part II: Attitude,n.a.,n.a.,2011/06/21,2011/08/01,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Casper CHAN, LEE Sanghyun, TANG Kwok Hin, Sakae Ozawa ",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,42 ,,,,,,,,,1,1,,,,#VALUE!,0 ,42 ,0 ,42 ,1 ,1 ,82 ,,,NA,,,
1112,11120449,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,"Peonies, Playing Cards & Teapots",n.a,"Peonies, Playing Cards & Teapots",n.a.,n.a.,2011/09/08,2011/09/24,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,17 ,,,,,,,,,1,4,,,,#VALUE!,0 ,17 ,0 ,17 ,1 ,1 ,161 ,,,NA,,,
1112,11120450,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Painting,繪畫,Photography,攝影,Shifting Ground,n.a,Shifting Ground,n.a.,n.a.,2011/09/29,2011/10/29,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Naiza H. Khan, Faiza Butt",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,1,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,182 ,,,NA,,,
1112,11120451,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Painting,繪畫,n.a.,n.a.,The Seven Sins of Konstantin Bessmertny,n.a,The Seven Sins of Konstantin Bessmertny,n.a.,n.a.,2011/11/09,2011/11/24,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Konstantin Bessmertny,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,16 ,,,,,,,,,1,4,,,,#VALUE!,0 ,16 ,0 ,16 ,1 ,1 ,223 ,,,NA,,,
1112,11120452,,0,Local,本地 ,,,Amelia Johnson Contemporary,n.a,,,GAL,Amelia Johnson Contemporary,Mixed Art-forms,綜合展,n.a.,n.a.,Microcosm,n.a,Microcosm,n.a.,n.a.,2011/11/24,2012/01/16,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Anna LIM, Michelle Thompson, TANG Kowk Hin",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,54 ,,,,,,,,,1,1,,,,#VALUE!,0 ,54 ,0 ,54 ,1 ,1 ,238 ,,,NA,,,
1112,11120455,,0,Local,本地 ,,,Kwai Fung Hin Art Gallery ,季豐軒畫廊,,,GAL,Kwai Fung Hin Art Gallery,Painting,繪畫,n.a.,n.a.,Musings on the Post-Materialistic Era - Solo Exhibition of FANG SHAO HUA,在後物質年代的謬思－方少華個人作品展,在後物質年代的謬思－方少華個人作品展,n.a.,n.a.,2011/05/17,2011/06/04,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,FANG Shao Hua,方少華,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,19 ,,,,,,,,,1,5,,,,#VALUE!,0 ,19 ,0 ,19 ,1 ,1 ,47 ,,,NA,,,indoor
1112,11120456,,0,Local,本地 ,,,Kwai Fung Hin Art Gallery ,季豐軒畫廊,,,GAL,Kwai Fung Hin Art Gallery,Painting,繪畫,n.a.,n.a.,The Story of Emptiness - Solo Exhibition of Xu Lei,鏡中月－徐累個人展,鏡中月－徐累個人展,n.a.,n.a.,2011/06/10,2011/06/30,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,XU Lei,徐累,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,21 ,,,,,,,,,1,5,,,,#VALUE!,0 ,21 ,0 ,21 ,1 ,1 ,71 ,,,NA,,,indoor
1112,11120457,,0,Non-local,非本地,,,Shanghai Art Museum,上海美術館,,,777 ,777 ,Painting,繪畫,n.a.,n.a.,Piercing Through History and The Fashions - A Retrospective From 1988 to 2011,穿越歷史與時尚－1988-2011回顧展,穿越歷史與時尚－1988-2011回顧展,n.a.,n.a.,2011/10/27,2011/11/06,2011 ,10 ,0 ,Kwai Fung Hin Art Gallery ,季豐軒畫廊,n.a,n.a,n.a,n.a,XUE Song,薛松,n.a,n.a,1 ,777 ,777 ,77 ,,,0 ,777 ,777 ,,777 ,,11 ,,,,,NON-LOCAL,,,,1,3,,,,#VALUE!,1 ,11 ,0 ,11 ,777 ,777 ,210 ,,,NA,,,indoor
1112,11120458,,0,Local,本地 ,,,Kwai Fung Hin Art Gallery ,季豐軒畫廊,,,GAL,Kwai Fung Hin Art Gallery,Mixed Art-forms,綜合展,n.a.,n.a.,"UNLIMITED, UNLIMITED - An Exhibition of 14 Korean Artists",無限，無限－十四位韓國藝術家聯展,無限，無限－十四位韓國藝術家聯展,n.a.,n.a.,2011/12/09,2012/01/03,2011 ,12 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"CHA Jong Rye, CHEONG Kwang Ho, JUNG Kwang Sik, KIM Kun Ju, KIM Kyung Min, KIM Yeon, KO Won Kyung, KO Won Kyung, LEE Ji Hyun, LEE Yun Bok, NOH Dong Sik, PARK Seung Mo, PARK Sung Tae, YOO Bong Sang",車鍾禮、鄭廣鎬、鄭光植、金鍵柱、金庚民、金讌、高瑗炅、李支鉉、李允馥、盧東湜、朴勝模、朴成泰、朴泰東、劉奉相,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,26 ,,,,,,,,,1,7,,,,#VALUE!,0 ,26 ,0 ,26 ,1 ,1 ,253 ,,,NA,,,indoor
1112,11120462,,0,Local,本地 ,,,Arch Angel Art Gallery,n.a,,,GAL,Arch Angel Art Gallery,Painting,繪畫,n.a.,n.a.,Beyond Shades of Green,n.a,Beyond Shades of Green,n.a.,n.a.,2011/09/02,2011/09/30,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Lim Khim Katy,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,29 ,,,,,,,,,1,7,,,,#VALUE!,1 ,29 ,0 ,29 ,1 ,1 ,155 ,,,NA,,,
1112,11120466,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,Coloured Abstraction,抽象與熱情之間,抽象與熱情之間,n.a.,n.a.,2011/04/10,2011/04/30,2011 ,4 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Linda Kamille Schmidt, Carmen Gloria Machuca, Paulina Beyer",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,21 ,,,,,,,,,1,2,,,,#VALUE!,1 ,21 ,0 ,21 ,1 ,1 ,10 ,,,NA,,,indoor
1112,11120467,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,Art that Blossoms,n.a,Art that Blossoms,n.a.,n.a.,2011/05/15,2011/06/12,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Frankie Cihi,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,29 ,,,,,,,,,1,4,,,,#VALUE!,0 ,29 ,0 ,29 ,1 ,1 ,45 ,,,NA,,,indoor
1112,11120468,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,Mexican Summer - Part 2,墨西哥夏日,墨西哥夏日,n.a.,n.a.,2011/07/05,2011/07/24,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Lorena Rodriguez,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,20 ,,,,,,,,,1,5,,,,#VALUE!,0 ,20 ,0 ,20 ,1 ,1 ,96 ,,,NA,,,indoor
1112,11120469,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Art Medley,藝聚,藝聚,n.a.,n.a.,2011/07/25,2011/08/07,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,14 ,,,,,,,,,1,3,,,,#VALUE!,0 ,14 ,0 ,14 ,1 ,1 ,116 ,,,NA,,,indoor
1112,11120470,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,Mars and Venus,火星與金星的距離,火星與金星的距離,n.a.,n.a.,2011/08/08,2011/09/21,2011 ,8 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Paul Lemmon,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1,,1 ,,45 ,,,,,,,,,1,3,,,,#VALUE!,0 ,45 ,0 ,45 ,1,1 ,130 ,,,NA,,,indoor
1112,11120471,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,Painting,繪畫,n.a.,n.a.,Urban Soul,城‧隅,城‧隅,n.a.,n.a.,2011/09/22,2011/11/06,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Erin de Burca,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,46 ,,,,,,,,,1,2,,,,#VALUE!,0 ,46 ,0 ,46 ,1 ,1 ,175 ,,,NA,,,indoor
1112,11120472,,0,Local,本地 ,,,State-of-the-Arts Gallery,State-of-the-Arts Gallery,,,GAL,State-of-the-Arts Gallery,n.a.,n.a.,n.a.,n.a.,Globalization of Asian Cultures,亞洲全球地方化,亞洲全球地方化,n.a.,n.a.,2011/11/07,2011/11/23,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Federation of Asian Artists,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,99 ,1 ,1 ,,1 ,,17 ,,,,,,,,,1,2,,,,#VALUE!,0 ,17 ,0 ,17 ,1 ,1 ,221 ,,,NA,,,indoor
1112,11120474,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Landscape - Works by Yuen Shun,億年江山－袁順作品展,億年江山－袁順作品展,n.a.,n.a.,2011/04/07,2011/04/28,2011 ,4 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,YUEN Shun,袁順,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,22 ,,,,,,,,,1,8,,,,#VALUE!,1 ,22 ,0 ,22 ,1 ,1 ,7 ,,,NA,,,indoor
1112,11120475,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,DUET - an event of Le French May: Vincent Breed. Louis Boudreault,異曲同功－法國五月藝術項目之一雲信‧布列德與路易‧布迪奧作品展,異曲同功－法國五月藝術項目之一雲信‧布列德與路易‧布迪奧作品展,n.a.,n.a.,2011/05/05,2011/05/27,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,2,,,,#VALUE!,0 ,23 ,0 ,23 ,1 ,1 ,35 ,,,NA,,,indoor
1112,11120476,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Sculpture,雕塑,n.a.,n.a.,Serve The People - Sculptures by Li You,為人民服務－李由雕塑展,為人民服務－李由雕塑展,n.a.,n.a.,2011/09/08,2011/09/24,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,LI You,李由,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,17 ,,,,,,,,,1,5,,,,#VALUE!,0 ,17 ,0 ,17 ,1 ,1 ,161 ,,,NA,,,indoor
1112,11120477,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Journeys Of The Heart - Works by Hiroe Matsushita,心路－松下裕惠作品展,心路－松下裕惠作品展,n.a.,n.a.,2011/10/06,2011/10/26,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Hiroe Matsushita,松下裕惠,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,21 ,,,,,,,,,1,8,,,,#VALUE!,0 ,21 ,0 ,21 ,1 ,1 ,189 ,,,NA,,,indoor
1112,11120478,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Painting,繪畫,n.a.,n.a.,Twists and Turns,曲折,曲折,n.a.,n.a.,2011/11/03,2011/11/23,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Mimi Chen Ting ,陳潔培,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,21 ,,,,,,,,,1,8,,,,#VALUE!,0 ,21 ,0 ,21 ,1 ,1 ,217 ,,,NA,,,indoor
1112,11120479,,0,Local,本地 ,,,Art Beatus Gallery,精藝軒畫廊,,,GAL,Art Beatus Gallery,Photography,攝影,n.a.,n.a.,Passion for Homeland,n.a,Passion for Homeland,n.a.,n.a.,2011/12/01,2011/12/22,2011 ,12 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,FENG Xuemin,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,22 ,,,,,,,,,1,8,,,,#VALUE!,0 ,22 ,0 ,22 ,1 ,1 ,245 ,,,NA,,,indoor
1112,11120482,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Painting,繪畫,n.a.,n.a.,Intermediate Geography,n.a,Intermediate Geography,n.a.,n.a.,2011/03/05,2011/05/09,2011 ,3 ,0 ,n.a,n.a,n.a,n.a,Nilo Ilarde,n.a,Roberto Chabet,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,66 ,,,,,,,,,1,7,,,,#VALUE!,1 ,66 ,0 ,66 ,1 ,1 ,0 ,,,curator_en,,,indoor
1112,11120483,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,LSIISLTENNT,n.a,LSIISLTENNT,n.a.,n.a.,2011/05/21,2011/07/09,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Poklong Anading,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,50 ,,,,,,,,,1,8,,,,#VALUE!,0 ,50 ,0 ,50 ,1 ,1 ,51 ,,,NA,,,indoor
1112,11120484,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Slipping Transmission,n.a,Slipping Transmission,n.a.,n.a.,2011/07/14,2011/09/03,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Felix Bacolor, Tozer PAK, Shirley TSE, Wah Nu, Yan Shanchun",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,52 ,,,,,,,,,1,99,,,,#VALUE!,0 ,52 ,0 ,52 ,1 ,1 ,105 ,,,NA,,,indoor
1112,11120485,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Painting,繪畫,n.a.,n.a.,Prelude a I'apres midi d'un faune,n.a,Prelude a I'apres midi d'un faune,n.a.,n.a.,2011/09/16,2011/10/16,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Jane LEE,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,99,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,169 ,,,NA,,,indoor
1112,11120486,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Painting,繪畫,Ceramics,陶藝,Elsewhere,n.a,Elsewhere,n.a.,n.a.,2011/10/21,2011/11/13,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Sara TSE, AU Hoi Lam",謝淑婷、區凱琳,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,24 ,,,,,,,,,1,99,,,,#VALUE!,0 ,24 ,0 ,24 ,1 ,1 ,204 ,,,NA,,,indoor
1112,11120487,,0,Local,本地 ,,,Osage Soho,奧沙蘇豪,,,GAL,Osage Soho,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Solo Exhibition by Kingsley Ng,n.a,Solo Exhibition by Kingsley Ng,n.a.,n.a.,2011/11/25,2012/01/06,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Kingsley NG,伍韶勁,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1,,1 ,,43 ,,,,,,,,,1,99,,,,#VALUE!,0 ,43 ,0 ,43 ,1,1 ,239 ,,,NA,,,indoor
1112,11120490,,0,Local,本地 ,,,Osage Kwun Tong,奧沙觀塘,,,GAL,Osage Kwun Tong,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,"Complete and Unabridged, Part II",n.a,"Complete and Unabridged, Part II",n.a.,n.a.,2011/03/05,2011/05/09,2011 ,3 ,0 ,n.a,n.a,n.a,n.a,"Gary Pastrana, Ringo Bunoan and Isabel Ching",n.a,Roberto Chabet and 50 Filippino artists,n.a,n.a,n.a,1 ,1 ,6 ,4 ,,,1 ,1 ,1 ,,1 ,,66 ,,,,,,,,,1,99,,,,#VALUE!,1 ,66 ,0 ,66 ,1 ,1 ,0 ,,,curator_en,,,indoor
