Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,ADC_Remarks_deleted,ADC_Remarks,ADC_Remarks_date,new_Remarks,duration_of_exhibition,,,,exh_venue,site_count (new),site_count_B,OLD_actual_days,published_permanent_count/常設展,published_Days/年度展期天,exh_to_count/統計數量,non_duplicated_date_count,new_Days/年度展期天,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1112,11120375,,0,Local,本地 ,,,Cultural Centre Foyer Exhibition Area,文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Antiquities,文物,n.a.,n.a.,Cantonese Opera Day 2011: Discovering The Cantonese Opera Heritage,粵劇日2011：粵劇文物選粹,粵劇日2011：粵劇文物選粹,n.a.,n.a.,2011/11/22,2011/11/27,2011 ,11 ,0 ,Cultural Presentations Section,文化節目組,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,1 ,88 ,,,0 ,1 ,1 ,,1 ,,6 ,,,,,,,,,1,8,,,,#VALUE!,0 ,6 ,0 ,6 ,1 ,1 ,236 ,,,NA,,,indoor
1112,11120379,,0,Local,本地 ,,,YY9 Gallery,YY9畫廊,,,GAL,YY9 Gallery,Painting,繪畫,n.a.,n.a.,Evolution. Manual selection,演化‧人擇,演化‧人擇,n.a.,n.a.,2011/05/06,2011/05/31,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Alex HEUNG,香建峰,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,26 ,,,,,,,,,1,1,,,,#VALUE!,1 ,26 ,0 ,26 ,1 ,1 ,36 ,,,NA,,,indoor
1112,11120380,,0,Local,本地 ,,,YY9 Gallery,YY9畫廊,,,GAL,YY9 Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Autumn Floods,秋水,秋水,n.a.,n.a.,2011/06/16,2011/07/30,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Jiwye TO,杜之外,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,45 ,,,,,,,,,1,3,,,,#VALUE!,0 ,45 ,0 ,45 ,1 ,1 ,77 ,,,NA,,,indoor
1112,11120381,,0,Local,本地 ,,,YY9 Gallery,YY9畫廊,,,GAL,YY9 Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Of Other Space,另一空間,另一空間,n.a.,n.a.,2011/09/08,2011/10/07,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Arthur CHAN,陳軒明,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,30 ,,,,,,,,,1,1,,,,#VALUE!,0 ,30 ,0 ,30 ,1 ,1 ,161 ,,,NA,,,indoor
1112,11120382,,0,Local,本地 ,,,YY9 Gallery,YY9畫廊,,,GAL,YY9 Gallery,Photography,攝影,n.a.,n.a.,Water & Sky,水連天,水連天,n.a.,n.a.,2011/10/13,2011/11/15,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Tony Price, Norman de Brackinghe",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,34 ,,,,,,,,,1,4,,,,#VALUE!,0 ,34 ,0 ,34 ,1 ,1 ,196 ,,,NA,,,indoor
1112,11120383,,0,Local,本地 ,,,YY9 Gallery,YY9畫廊,,,GAL,YY9 Gallery,Mixed Art-forms,綜合展,n.a.,n.a.,Flowing Energy,n.a,Flowing Energy,n.a.,n.a.,2011/12/09,2012/01/16,2011 ,12 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Simone Boon, Marsha Roddy",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,39 ,,,,,,,,,1,7,,,,#VALUE!,0 ,39 ,0 ,39 ,1 ,1 ,253 ,,,NA,,,indoor
1112,11120388,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Calligraphy Evolution,筆勢春秋,筆勢春秋,n.a.,n.a.,2011/04/08,2011/04/23,2011 ,4 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,C.N. Liew,劉慶倫,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,16 ,,,,,,,,,1,2,,,,#VALUE!,1 ,16 ,0 ,16 ,1 ,1 ,8 ,,,NA,,,indoor
1112,11120389,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Others,其他,n.a.,n.a.,Giotta Be Free,藝‧無邊,藝‧無邊,n.a.,n.a.,2011/05/19,2011/06/02,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Andy Warhol, Keith Haring, Osang Gwon, Chinatsu Ban, etc.",Andy Warhol、Keith Haring、權五祥、坂知夏,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,15 ,,,,,,"The English Name of the Exhibition should be ""Gotta Be Free""",,,1,2,,,,#VALUE!,0 ,15 ,0 ,15 ,1 ,1 ,49 ,,,NA,,,indoor
1112,11120390,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Painting,繪畫,Photography,攝影,What Color Are You?,n.a,What Color Are You?,n.a.,n.a.,2011/07/01,2011/07/31,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Chris Heaphy, C.N. Liew, Peter Steinhauer",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,8,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,92 ,,,NA,,,indoor
1112,11120391,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Painting,繪畫,Others,其他,Treasures of the Orient,n.a,Treasures of the Orient,n.a.,n.a.,2011/08/01,2011/08/31,2011 ,8 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,3,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,123 ,,,NA,,,indoor
1112,11120392,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Painting,繪畫,n.a.,n.a.,Dancing Love and Lust,情飛色舞,情飛色舞,n.a.,n.a.,2011/09/29,2011/10/12,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,FENG Bin,馮斌,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,14 ,,,,,,,,,1,2,,,,#VALUE!,0 ,14 ,0 ,14 ,1 ,1 ,182 ,,,NA,,,indoor
1112,11120393,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Photography,攝影,n.a.,n.a.,Michael Kenna - Japan,米高‧肯納－《日本》,米高‧肯納－《日本》,n.a.,n.a.,2011/10/28,2011/11/10,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Michael Kenna,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,14 ,,,,,,,,,1,4,,,,#VALUE!,0 ,14 ,0 ,14 ,1 ,1 ,211 ,,,NA,,,indoor
1112,11120394,,0,Local,本地 ,,,Plum Blossoms Gallery,萬玉堂畫廊,,,GAL,Plum Blossoms Gallery,Sculpture,雕塑,n.a.,n.a.,Red Cat,紅貓,紅貓,n.a.,n.a.,2011/11/24,2011/12/07,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,JIANG Shuo,蔣朔,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,14 ,,,,,,,,,1,3,,,,#VALUE!,0 ,14 ,0 ,14 ,1 ,1 ,238 ,,,NA,,,indoor
1112,11120398,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,BwO,n.a,BwO,n.a.,n.a.,2011/03/30,2011/04/21,2011 ,3 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Angela Su,徐世琪,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,23 ,,,,,NOT COUNT (Across Yr)=>keep,SYS_ID6240 & 5695 are same exh counting in both financial years; days were originally wrong; http://www.grottofineart.com/WEB%20ARCHIVE/AngelaSu/2011BwO/BwO01.htm,,,1,3,,,,#VALUE!,1 ,24 ,0 ,24 ,1 ,1 ,0 ,,,NA,,,indoor
1112,11120399,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,Painting,繪畫,n.a.,n.a.,Game Theory,遊戲理論,遊戲理論,n.a.,n.a.,2011/05/08,2011/05/28,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Halley CHENG,鄭哈雷,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,21 ,,,,,,,,,1,1,,,,#VALUE!,0 ,21 ,0 ,21 ,1 ,1 ,38 ,,,NA,,,indoor
1112,11120400,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Plurality,多元印象,多元印象,n.a.,n.a.,2011/06/02,2011/06/25,2011 ,6 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Lucille LO,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,24 ,,,,,,,,,1,5,,,,#VALUE!,0 ,24 ,0 ,24 ,1 ,1 ,63 ,,,NA,,,indoor
1112,11120401,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,Sculpture,雕塑,n.a.,n.a.,Sculptural Dimension,n.a,Sculptural Dimension,n.a.,n.a.,2011/07/13,2011/08/27,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Kevin FUNG, HO Siu Kee, KAM Chi Keung, Danny LEE, Rosanna LI, Kacey WONG, Fiano WONG",馮力仁、何兆基、甘志強、李展輝、李慧嫻、黃國才、黃麗貞,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,46 ,,,,,,,,,1,2,,,,#VALUE!,0 ,46 ,0 ,46 ,1 ,1 ,104 ,,,NA,,,indoor
1112,11120402,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Escape,逃,逃,n.a.,n.a.,2011/10/12,2011/11/05,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,WONG Yee Ki,黃綺琪,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,25 ,,,,,,,,,1,5,,,,#VALUE!,0 ,25 ,0 ,25 ,1 ,1 ,195 ,,,NA,,,indoor
1112,11120403,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,Painting,繪畫,n.a.,n.a.,54,n.a,54,n.a.,n.a.,2011/11/10,2011/12/03,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,William LIM,林偉而,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,24 ,,,,,,,,,1,5,,,,#VALUE!,0 ,24 ,0 ,24 ,1 ,1 ,224 ,,,NA,,,indoor
1112,11120404,,0,Local,本地 ,,,Grotto Fine Art,嘉圖現代藝術,,,GAL,Grotto Fine Art,Mixed Art-forms,綜合展,n.a.,n.a.,Intro The Nights,n.a,Intro The Nights,n.a.,n.a.,2011/12/01,2011/12/31,2011 ,12 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"KWOK Ying, CHENG Chi-fai, LAM Tung-pang, Lucille LO, LAU Yan-tsum and TSANG Tsui-mei",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,31 ,,,,,,,,,1,1,,,,#VALUE!,0 ,31 ,0 ,31 ,1 ,1 ,245 ,,,NA,,,indoor
1112,11120406,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Déjà vu,似曾相似,似曾相似,n.a.,n.a.,2011/03/11,2011/04/09,2011 ,3 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,QIU Zhijie,邱志傑,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,30 ,,,,,,,,,1,8,,,,#VALUE!,1 ,30 ,0 ,30 ,1 ,1 ,0 ,,,NA,,,indoor
1112,11120407,,0,Local,本地 ,,,"Hanart Squrae, 2/F Mai On Building, 17–21 Kung Yip Street, (off Tai Lin Pai Road, Kwai Hing), Kwai Chung",漢雅軒(葵涌)Hanart Square(葵涌工業街17-21號（近大連排道）美安工業大廈 2樓 ),,,GAL,Hanart Square,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Qiu Zhijie and Total Art Studio,邱志傑與總體藝術工作室,邱志傑與總體藝術工作室,n.a.,n.a.,2011/03/12,2011/04/30,2011 ,3 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,QIU Zhijie,邱志傑,n.a,n.a,1 ,1 ,6 ,5 ,,,1 ,1 ,1 ,,1 ,,50 ,,,,,,,,,1,1,,,,#VALUE!,1 ,50 ,0 ,50 ,1 ,1 ,0 ,,,NA,,,indoor
1112,11120408,,0,Local,本地 ,,,"Hanart Squrae, 2/F Mai On Building, 17–21 Kung Yip Street, (off Tai Lin Pai Road, Kwai Hing), Kwai Chung",漢雅軒(葵涌)Hanart Square(葵涌工業街17-21號（近大連排道）美安工業大廈 2樓 ),,,GAL,Hanart Square,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,Energy : Installation Projects by Qiu Zhijie,邱志戶外雕塑：能量,邱志戶外雕塑：能量,n.a.,n.a.,2011/05/16,2011/06/09,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,QIU Zhijie,邱志傑,n.a,n.a,1 ,1 ,6 ,5 ,,,1 ,1 ,1 ,,1 ,,25 ,,,,,,,,,1,1,,,,#VALUE!,0 ,25 ,0 ,25 ,1 ,1 ,46 ,,,NA,,,indoor
1112,11120409,,0,Local,本地 ,,,"Hanart Squrae, 2/F Mai On Building, 17–21 Kung Yip Street, (off Tai Lin Pai Road, Kwai Hing), Kwai Chung",漢雅軒(葵涌)Hanart Square(葵涌工業街17-21號（近大連排道）美安工業大廈 2樓 ),,,GAL,Hanart Square,Mixed Media and Installation,混合媒介及裝置,n.a.,n.a.,New Day Street + Treasure Hill : Selected Works 2008 - 2011 by Yeh Wei-li,葉偉立作品 2008 – 2011 : 日新街＋寶藏巖選件,葉偉立作品 2008 – 2011 : 日新街＋寶藏巖選件,n.a.,n.a.,2011/05/16,2011/06/30,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Yeh Wei-Li Community Project 2008 - 2011,葉偉立,n.a,n.a,1 ,1 ,6 ,5 ,,,1 ,1 ,1 ,,1 ,,46 ,,,,,,,,,1,6,,,,#VALUE!,0 ,46 ,0 ,46 ,1 ,1 ,46 ,,,NA,,,indoor
1112,11120410,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Painting,繪畫,n.a.,n.a.,Meanders and Morphosis: Charting the Nature of Interior Spaces,在化變中游走：測繪內觀的山川,在化變中游走：測繪內觀的山川,n.a.,n.a.,2011/07/07,2011/07/30,2011 ,7 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Emily CHENG,成瑞嫻,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,24 ,,,,,,,,,1,3,,,,#VALUE!,0 ,24 ,0 ,24 ,1 ,1 ,98 ,,,NA,,,indoor
1112,11120411,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Painting,繪畫,n.a.,n.a.,SMS & Its Enemy by Wu Shanzhuan - Hanart TZ Gallery Re-opening Exhibition ,吳山專：短信及它的敵人,吳山專：短信及它的敵人,n.a.,n.a.,2011/05/24,2011/06/21,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,WU Shanzhuan,吳山專,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,29 ,,,,,,,,,1,5,,,,#VALUE!,0 ,29 ,0 ,29 ,1 ,1 ,54 ,,,NA,,,indoor
1112,11120413,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Mixed Art-forms,綜合展,n.a.,n.a.,Summer Show,仲夏,仲夏,n.a.,n.a.,2011/08/04,2011/08/27,2011 ,8 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Luis CHAN, CHEN Hang, Emily CHENG, LAM Tung Pang, SHEN Xiaotong, WEI Dong, WU Xiaohang, XUE Jun, ZHAO Gang",陳福善、陳恆、成瑞嫻、李東鵬、沈小彤、魏東、吳曉航、薛珺、趙剛,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1,,1 ,,24 ,,,,,,,,,1,1,,,,#VALUE!,0 ,24 ,0 ,24 ,1,1 ,126 ,,,NA,,,indoor
1112,11120414,,0,Local,本地 ,,,"Hanart Squrae, 2/F Mai On Building, 17–21 Kung Yip Street, (off Tai Lin Pai Road, Kwai Hing), Kwai Chung",漢雅軒(葵涌)Hanart Square(葵涌工業街17-21號（近大連排道）美安工業大廈 2樓 ),,,GAL,Hanart Square,Mixed Art-forms,綜合展,n.a.,n.a.,Kesang Lamdark and Palden Weinreb : Generation Exile - Exploring New Tibetan Identities,遊徙世代：Kesang Lamdark and Palden Weinreb,遊徙世代：Kesang Lamdark and Palden Weinreb,n.a.,n.a.,2011/09/05,2011/10/08,2011 ,9 ,0 ,Rossi & Rossi; Hanart Square,"Rossi & Rossi (UK), 漢雅軒",n.a,n.a,Clare Harris,n.a,"Kesang Lamdark, Palden Weinreb",n.a,n.a,n.a,1 ,1 ,6 ,5 ,,,1 ,1 ,1 ,,1 ,,34 ,,,,,,,,,1,5,,,,#VALUE!,0 ,34 ,0 ,34 ,1 ,1 ,158 ,,,NA,,,indoor
1112,11120415,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Mixed Media and Installation,混合媒介及裝置,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Realm of Illusion - Ink Painting and Digital Media Work by Wong Chung-yu,大幻界－黃琮瑜數碼媒體及水墨畫展,大幻界－黃琮瑜數碼媒體及水墨畫展,n.a.,n.a.,2011/09/09,2011/09/30,2011 ,9 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,WONG Chung Yu,黃琮瑜,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,22 ,,,,,,,,,1,5,,,,#VALUE!,0 ,22 ,0 ,22 ,1 ,1 ,162 ,,,NA,,,indoor
1112,11120416,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Photography,攝影,n.a.,n.a.,W E S T E R N C A M P S I T E M O N U M E N T,n.a,W E S T E R N C A M P S I T E M O N U M E N T,n.a.,n.a.,2011/10/07,2011/10/19,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Henry Steiner,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,13 ,,,,,,,,,1,1,,,,#VALUE!,0 ,13 ,0 ,13 ,1 ,1 ,190 ,,,NA,,,indoor
1112,11120417,,0,Local,本地 ,,,"Hanart Squrae, 2/F Mai On Building, 17–21 Kung Yip Street, (off Tai Lin Pai Road, Kwai Hing), Kwai Chung",漢雅軒(葵涌)Hanart Square(葵涌工業街17-21號（近大連排道）美安工業大廈 2樓 ),,,GAL,Hanart Square,Painting,繪畫,Mixed Media and Installation,混合媒介及裝置,Lam Tung-pang : Long View Under Scrutiny,林東鵬：近觀遠望,林東鵬：近觀遠望,n.a.,n.a.,2011/10/14,2011/11/30,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,LAM Tung Pang,林東鵬,n.a,n.a,1 ,1 ,6 ,5 ,,,1 ,1 ,1 ,,1 ,,48 ,,,,,,,,,1,1,,,,#VALUE!,0 ,48 ,0 ,48 ,1 ,1 ,197 ,,,NA,,,indoor
1112,11120418,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Electronic Art,電子藝術,Leung Kui-ting : Roaming Vision + Digital,梁巨廷：游觀 +數碼,梁巨廷：游觀 +數碼,n.a.,n.a.,2011/10/21,2011/11/19,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,LEUNG Kui Ting,梁巨廷,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,30 ,,,,,,,,,1,8,,,,#VALUE!,0 ,30 ,0 ,30 ,1 ,1 ,204 ,,,NA,,,indoor
1112,11120419,,0,Local,本地 ,,,Hanart TZ Gallery,漢雅軒,,,GAL,Hanart TZ Gallery,Painting,繪畫,n.a.,n.a.,Song Yige,宋易格,宋易格,n.a.,n.a.,2011/11/25,2011/12/31,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,SONG Yige,宋易格,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1,,1 ,,37 ,,,,,,,,,1,5,,,,#VALUE!,0 ,37 ,0 ,37 ,1,1 ,239 ,,,NA,,,indoor
1112,11120421,,0,Local,本地 ,,,Alisan Fine Arts,藝倡畫廊,,,GAL,Alisan Fine Arts,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,The Power of Ink: T'ang Haywen,水墨潛力－曾海文,水墨潛力－曾海文,n.a.,n.a.,2011/10/11,2011/11/02,2011 ,10 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,T'ang Haywen,曾海文,n.a,n.a,1 ,1 ,6 ,2 ,,,0 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,2,,,,#VALUE!,1 ,23 ,0 ,23 ,1 ,1 ,194 ,,,NA,,,indoor
1112,11120422,,0,Local,本地 ,,,Alisan Fine Arts,藝倡畫廊,,,GAL,Alisan Fine Arts,Painting,繪畫,n.a.,n.a.,Enchanted Seasons New Works by Leng Hong,錦繡春洲－冷宏新作展,錦繡春洲－冷宏新作展,n.a.,n.a.,2011/11/19,2011/12/17,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,LENG Hong,冷宏,n.a,n.a,1 ,1 ,6 ,2 ,,,0 ,1 ,1 ,,1 ,,29 ,,,,,,,,,1,3,,,,#VALUE!,0 ,29 ,0 ,29 ,1 ,1 ,233 ,,,NA,,,indoor
1112,11120423,,0,Local,本地 ,,,Asian Cultural Council; Alisan Fine Arts,亞洲文化協會、藝倡畫廊,,,OTHERS,multi,Painting,繪畫,n.a.,n.a.,"""Selected Asian Cultural Council Fellows: Then and Now"" Works by Wei Ligang, Wei Qinqji and Zhang Jianjun",n.a,"""Selected Asian Cultural Council Fellows: Then and Now"" Works by Wei Ligang, Wei Qinqji and Zhang Jianjun",n.a.,n.a.,2011/05/13,2011/06/17,2011 ,5 ,0 ,Asian Cultural Council; Alisan Fine Arts,亞洲文化協會、藝倡畫廊,n.a,n.a,n.a,n.a,"WEI Ligang, WEI Qinqji, ZHANG Jianjun",魏立剛、魏青吉、張健君,n.a,n.a,1 ,2 ,7 ,88 ,,,0 ,98 ,1 ,,1 ,,36 ,,,,,,,,,1,8,,,,#VALUE!,1 ,36 ,0 ,36 ,1 ,1 ,43 ,,,NA,,,indoor
1112,11120427,,0,Local,本地 ,,,"Sin Sin Fine Art, Sin Sin Annex",n.a,,,GAL,Sin Sin Fine Art - multi,Painting,繪畫,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,Kokok P. Sancoko Solo Exhibition,n.a,Kokok P. Sancoko Solo Exhibition,n.a.,n.a.,2011/04/08,2011/04/29,2011 ,4 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,n.a,1 ,2 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,22 ,,,,,,Confirmed,,exh_venue changed,1,1,,,,#VALUE!,1 ,22 ,0 ,22 ,1 ,1 ,8 ,,,NA,,,
1112,11120428,,0,Local,本地 ,,,Sin Sin Fine Art,n.a,,,GAL,Sin Sin Fine Art,Photography,攝影,n.a.,n.a.,"Anne Leigniel ""Artists' Rags""",n.a,"Anne Leigniel ""Artists' Rags""",n.a.,n.a.,2011/05/05,2011/05/31,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,Anne Leigniel,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,27 ,,,,,,,,,1,3,,,,#VALUE!,1 ,27 ,0 ,27 ,1 ,1 ,35 ,,,NA,,,
1112,11120432,,0,Local,本地 ,,,Sin Sin Annex,Sin Sin Annex,,,GAL,Sin Sin Annex,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,n.a.,n.a.,Fung Ming Chip Solo Exhibition,馮明秋個展,馮明秋個展,n.a.,n.a.,2011/05/26,2011/06/06,2011 ,5 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,FUNG Ming Chip,n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,0 ,1 ,1 ,,1 ,,12 ,,,,,,,,,1,5,,,,#VALUE!,1 ,12 ,0 ,12 ,1 ,1 ,56 ,,,NA,,,indoor
1112,11120433,,0,Local,本地 ,,,Sin Sin Atelier,Sin Sin Atelier,,,GAL,Sin Sin Atelier,Mixed Art-forms,綜合展,n.a.,n.a.,Group Exhibition of Contemporary Artists,n.a,Group Exhibition of Contemporary Artists,n.a.,n.a.,2011/11/10,2011/12/02,2011 ,11 ,0 ,n.a,n.a,n.a,n.a,n.a,n.a,"Eddie Hara, FauZie As'Ad, Jean-Francois Fichot, Sandra D'Auriol, Tilo Kaiser, Antoinette Rozan",n.a,n.a,n.a,1 ,1 ,6 ,88 ,,,1 ,1 ,1 ,,1 ,,23 ,,,,,,,,,1,99,,,,#VALUE!,1 ,23 ,0 ,23 ,1 ,1 ,224 ,,,NA,,,indoor
