title,organization/people
深水埗李鄭屋. 蘇屋邨. 麗閣邨. 元洲邨聯合坊眾盂蘭勝會,
香港青年粵劇團,Organization
旺角潮僑盂蘭勝會有限公司,Organization
黃大仙新蒲崗鳳凰村盂蘭會有限公司,Organization
荃灣潮僑盂蘭勝會有限公司,Organization
西環盂蘭勝會有限公司,Organization
深圳市文體旅遊局,Organization
深圳設計之都推廣辦公室,Organization
香港粵劇藝坊,Organization
李鄭屋麗閣邨潮籍第四十六屆孟蘭勝會,
慈雲山竹園鳳德邨潮僑街坊盂蘭勝會,
牛頭角區潮僑聯誼會,
纓華粵劇團,Organization
慈雲山竹園鳳德邨潮僑盂蘭勝會有限公司,Organization
葵青民政事務處,
長洲粵樂會,
民建聯深水埗支部,
元豐樓,
梅花曲社,Organization
高陞劇團,Organization
藝賢粵劇團,Organization
焺藝軒粵劇團,Organization
樂羣曲藝社,Organization
喜成雙劇團,Organization
菁荃粵劇社,Organization
源之聲粵劇曲藝會,Organization
天主教領島學校,Organization
慈幼葉漢小學,Organization
明珠曲藝研習會,Organization
元豐樓委員會,
大澳楊公侯王寶誕演戲值理會,
聲展樂軒,
油尖旺東分區委員會,
油尖旺南分區委員會,
油尖旺西分區委員會,
油尖旺北分區委員會,
明德慈善教育基金有限公司,Organization
樂薈曲藝苑,Organization
牛車水人民劇場基金,Organization
笙歌樂苑,
彩雲曲藝社,Organization
坪洲鄉事委員會,
廣東粵劇青年團,Organization
青衣老人權益關注組,
牛車水人民劇場基金榮譽主辦,Organization
牛車水人民劇場基金榮譽,Organization
星藝樂社,Organization
東裕樓互助委員會,
美川曲藝社,Organization
美川戲曲文藝協會,Organization
嫺韻粵藝軒,
民社服務中心,Organization
大埔元洲仔大王爺神廟管理委員會,
曲藝軒,Organization
悅鳴樂苑,
海瑩文康協會,Organization
東區區議會,Organization
東區康樂體育促進會有限公司,Organization
劍生輝劇團,Organization
日興集團,Organization
亨耀樓互助委員會,
德膳行協會,Organization
香港金龍曲藝社,Organization
灣仔區議會屬下社區建設委員會,Organization
灣仔區街坊福利會有限公司,Organization
南區義工團,Organization
粵樂芳曲藝苑,Organization
慶開屏曲藝社,Organization
香港警務處西九龍總區刑事偵緝總部,Organization
賢韻藝軒粵曲研習社,Organization
長洲海陸豐文娛協進會,Organization
愛心翱翔,
省港藝術團,Organization
坑口天后宮司理會,
跑馬地黃泥涌街坊值理會,
東區區議會轄下節日慶祝活動專責小組,Organization
筲箕灣社團聯合會,Organization
慶賢藝軒,
深圳凱旋曲藝社,Organization
協興建築有限公司,Organization
惠保有限公司,Organization
笙韻軒劇團,Organization
香港基督教女青年會耆年服務部,Organization
明心曲藝社,Organization
郭鳳女藝術協會,Organization
團籽曲藝社,Organization
樂從社區曲藝社,Organization
心悅藝研會,
芷蘭歌藝團,Organization
藍田賢毅社,Organization
紫鳳軒,
桐芯軒粵劇團,Organization
香港中國傳統美容學會有限公司,Organization
陳慧思藝友會,
欣韻軒,
蓬灜仙館,
月騫戲曲中心,
任白慈善基金,
朝陽粵劇團,Organization
玉妍律韻,
翠縈粵劇團,Organization
香港中文大學 崑曲研究推廣計劃,Organization
東區區議會東區旅遊及經濟勞工事務活動工作小組,Organization
仙翠雅集,
鴨脷洲街坊同慶公社,Organization
四海粵劇團,Organization
苑嫻曲藝社,Organization
香港孔子學院,Organization
英超粵劇團,Organization
香港晉江同鄉會,Organization
仙輝劇藝苑,Organization
慈善粵劇晚會籌備委員會,Organization
廣東廉江市粵劇團－新聲藝苑,Organization
樂聲曲藝社,Organization
九龍城區議會,Organization
博康居民協會,Organization
喜笙會,
中國星火基金會,
常昇劇團,Organization
德田商場商會,
藍田社區事務促進會,Organization
玉軒曲藝社,Organization
上水彩園邨商戶聯會,
香港浸會大學中文系,Organization
中國傳統文化研究中心,
姿彩曲藝社,Organization
荃灣區長者福利會,
李錦明議員辦事處,
燕翔粵劇樂苑,Organization
荃灣街坊福利會有限公司,Organization
西貢北約鄉事委員會,
九龍城民政事務處紅磡分處,
紫荊社,Organization
東華三院賽馬會天水圍綜合服務中心,Organization
鏡屏樓互助委員會,
中國戲劇家協會,Organization
嶺南大學群芳文化研究及發展部,Organization
旺角街坊會,
深水埗文藝協會有限公司,Organization
何文田分區委員會,
路德會包美達社區中心,Organization
新馬師曾,
香港潮人聯會,Organization
廣禮樓互助委員會,
黃大仙區文娛協會,Organization
石硤尾邨43座互助委員會,
香港萬里宏藝術團,Organization
彩蝶雅聚,
藝研知音會,
戲曲音樂科同學現場伴奏,
Saii Moonji Cultural Institute,
香港藝術學院藝廊,Organization
世界華人集團,Organization
Above Second Gallery,
黃義德,
agnès b.’s LIBRAIRIE GALERIE,
光影作坊,
YellowKorner,
法國駐港總領事館,
細凌漆 + 福建中學附屬學校,Organization
香港春潮畫會,Organization
卓爾畫室,
Art Together 藝術到家,
佳富拍賣行,
陳穎昭,
海港城．美術館,
雲峰畫苑,
草書藝術研究社,Organization
PubArt Gallery,
信和藝術,
信和友心,
「全人藝動」,
澳洲皇家墨爾本理工大學,Organization
楊展 X 阿米青,
香港純美學會,Organization
A Gallery,
中國海外集團有限公司,Organization
方由美術,
澳門特區政府旅遊局,Organization
C&G藝術單位,Organization
香港中文大學圖書館,Organization
Lucie Chang Fine Arts,
美諦藝術有限公司,Organization
Open Quote x 叱咜 903,
Fabrik Contemporary Art,
海港城美術館,
Valmont,
Artigas Foundation,
Open Quote,
藝途畫廊,
Unit Gallery,
朗天書畫會,
同硯書社,Organization
文藝復興基金會,
國際當代畫家協會,Organization
創藝教育,
香港仔街坊會社會服務,Organization
香港天趣當代藝術館,Organization
香港路德會社會服務處　長者中心組,Organization
香港文化藝術交流協會,Organization
香港中文大學專業進修學院,Organization
日利國際文化藝術,
保良局兒童及青少年發展中心,Organization
青年會專業書院,Organization
弘藝版畫工作室,Organization
10號贊善里畫廊,
SWIRE Properties Island East慕藝國際,
元創方,
百家畫廊,
香港浸會大學視覺藝術學會,Organization
茶具文物館,
宏宇畫室,
香港當代藝術學院,Organization
梵高協會,Organization
油尖區文化藝術協會,Organization
紫荊雜誌,
香港國際攝影節,Organization
沙龍影友協會,Organization
香港中華攝影學會,Organization
香港美術會,Organization
刺點畫廊,
Puture This Gallery,
The Hong Kong Jockey Club Community Project GRANT: Inclusive Arts Project,
Arts with the Disabled Association Hong Kong,
安全口畫廊,
紫荊青年商會,
土壤文創,
香港現代水墨畫會,Organization
Para Site藝術空間,
香港及澳門意大利商會,Organization
鄭嘉進,
動漫基地,
大辣出版,
紅門,
陳世豪,
明報周刊,
季豐軒畫廊,
錦藝舫,
凱倫偉伯畫廊,
香港大學美術博物館,Organization
紅彩畫廊,
奧 畫廊,
香港浸會大學視覺藝術院,Organization
丹青新塗協會,Organization
藝術門,
都爹利會館,
馮敏如攝影坊,
提·畫廊,
瓷畫坊,
MOST,
Blink Gallery,
錄映太奇,
安菲爾國際幼稚園,
"康樂及文化事務署主辦
香港視覺藝術中心",Organization
油街實現,
香港城市大學聯合籌劃,Organization
北京藝門,
非常廟藝文空間,
am space,
正／側畫廊,
保利香港拍賣,Organization
保利藝術空間,
香港會議展覽中心展覽廳,Organization
奇遇畫會,
Asia Fine Art,
社團法人中華民國視覺藝術協會,Organization
「啟德」研究與發展中心,
1a Space,
藝趣園,
地利亞修女紀念學校家長教師會,Organization
方氏基金會,
東華三院王澤森長者地區中心,Organization
K11,
點子藝術創作,
香港視覺藝術中心,Organization
七色畫會,
利民會,
教院文化與創意藝術學系藝展計劃,Organization
康樂文化事務署,
社會福利署青山醫院醫務社會服務部,Organization
香港工藝美術協會,Organization
盛放兒童創作室,
香港藝術治療師協會,Organization
創意媒體學院,Organization
好器色,
Osage Gallery,
民間收藏交流協會,Organization
艾普當代藝術,
香港中華基督教青年會及華愛之家宿舍,Organization
于萬成先生,
視覺藝術院,Organization
Sin Sin Fine Art,
比利時駐香港總領事館,Organization
比利時漫畫藝術中心,
彩之墨書畫會,
香港文化瑰寶交流協會,Organization
藝術創庫畫廊,
嘉圖畫廊,
藝倡畫廊,
天主教香港教區,Organization
教友監獄福傳祖職,
嘉圖現代藝術,
高古軒畫廊,
華苑,
香港畫藝會,Organization
研墨會,
香港寫生畫會,Organization
豆齋,
克魯茲–迭斯基金會,
中國青年出版社,Organization
ZBL藝書版權公司,Organization
立木畫廊,
漢雅軒,
陳紹文攝影同學會,
Opera Gallery Hong Kong,
香港路德會社會服務處—路德會何文田融樂中心,Organization
香港基督教服務處,Organization
中國香港美術學院,Organization
澤群,
集寶國際美術會,
香港詩書聯學會,Organization
香港詩書聯書會,Organization
龍津書研社,Organization
香港知專設計學院,Organization
旺角區文娛康樂體育會,
雲水山居書畫會,
司徒氏蒼城畫院,Organization
探微畫會,
藝術及古蹟資料研究有限公司,Organization
Experimenta,
The Cat Street Gallery,
聖雅各福群會復康服務手創藝想,
香港教育學院文化與創意藝術學系,Organization
貝浩登,
尚思研藝學會,
香港科技大學圖書館,Organization
藝術貨櫃計劃,
救世軍荔景院,Organization
中華基督教會香港區會,Organization
無印良品海港城店Atelier MUJI,
世界画廊,
據點。句點,
香港科技大學圖書館及首席副校長辦公室,Organization
當代創意水墨畫會,
Voxfire Gallery,
安菲爾學校,Organization
新家園協會聯同本地創意單位tHINKING bOX以及深水埗區,Organization
海綿式右腦視藝中心,
de Sarthe Gallery,
香港教育學院視覺教育及社會發展計劃2013 - 2014 「童 樂」,Organization
香港理工大學專業進修學院,Organization
Simon Lee Gallery Hong Kong,
香港中文大學藝術系,Organization
夏至畫廊,
香港歌德學院歌德畫廊,Organization
范赫畫廊,
EC Gallery,
數碼之瞳,
DIP香港創意新勢力巡迴展,Organization
百呎公園,
心之畫會,
藝術管道,
百鹤高画廊,
Contemporary by Angela Li,
白立方,
生態協會,Organization
香港路德會社會服務處路德會賽馬會華明綜合服務中心,Organization
浸信會永隆中學,Organization
陳秀嫦,
藝術空間,
Moon Gallery,
農圃道官立小學,Organization
水雲閒,
蒼城畫會,
屋宇署,
文華東方酒店,
清華書畫學會,
加華藝廊,
拾畫學會,
香港貿易發展局,Organization
繪畫人,
國際藝展有限公司,Organization
Part-of Gallery,
隨心藝園,
3812當代藝術項目,
職業訓練局香港知專設計學院產品及室內設計系建築設計高級文憑,Organization
墨耕書畫會,
香港城市大學創意媒體學院,Organization
香港藝術網絡,Organization
德薩香港,Organization
Ben Brown Fine Arts,
日本國際交流基金會,
日本駐香港總領事館,Organization
光島博昭,
超載舞步,
保利香港拍賣有限公司,Organization
Forbes Art,
石門畫室,
無界限創作協會,Organization
海港城,
Gallery SUN Contemporary,
香港樂天陶社,Organization
精藝軒,
香港版畫協會,Organization
邱偉強視覺藝術工作坊,
香港華人基督教聯會真道書院,Organization
香港兒童教育協會,Organization
香港國際攝影節工作室,Organization
香港畫家之旅畫會,Organization
香港畫家聯會,Organization
站台中國當代藝術機構,
香港書藝會,Organization
香港版畫工作室,Organization
香港聯校攝影學會,Organization
香港舞台技術及設計人員協會,Organization
香港水彩藝術學會,Organization
府中15─新北市紀錄片放映院,Organization
鴻福堂集團,Organization
香港科技大學李兆基圖書館及工業工程及物流管理學系,Organization
萬玉堂,
香港小型機攝影會,Organization
水墨創意會,
華南電影工作者聯合會,
問道藝研社,Organization
Para/Site藝術空間,
印度駐香港領事館,Organization
27畫廊,
Things We Like,
Moot Gallery,
龍泉軒,
香港視藝誌,Organization
墨象畫會,
唐氏家人,
世界畫廊,
創意攝影學會,
教育局及保良局,Organization
馬凌畫廊,
Para Site,
Spring 工作室,Organization
亞洲協會香港中心,Organization
不一藝術,
Simon Lee Gallery,
設計講,Organization
三石軒畫廊,
北京藝門畫廊,
荃灣官立中學,Organization
香港攝影記者協會,Organization
"主辦機構:港台文化合作委員會

協辦機構:香港經濟貿易文化辦事處

支持機構:港台文化合作委員會",Organization
亞美斯藝術交流,
筆墨閒情書畫學會,
Amelia Johnson Contemporary,
發展局起動九龍東辦事處,Organization
小寶藝術文化協會,Organization
科勒亞洲有限公司,Organization
明雙硯齊藝文會,
香港佳士得,Organization
九龍塘學校,Organization
醒畫廊,
Quabitat攝影／陶瓷工作室＂椏Ablaze合作社,Organization
本家作業,
聾人福利促進會,
