title,organization/people
MW舞蹈劇場,Organization
Nam Tin Fung Tchu Operagoer Club,
天樂曲苑,
香港道教聯合會,Organization
香港道教聯合會會屬道堂,Organization
香港道教聯合會學校,Organization
福建芳華越劇團,Organization
寶天賜劇團,Organization
G Music  Ltd.,
Banana Effect,
Inspire Workshop,
玉弦聲戲曲藝舍,Organization
天津市青年京劇團,Organization
錦尚暉劇團,Organization
人間搞作,
童真小盒,
萊萊音樂社,Organization
香港理工大學學生會戲劇社,Organization
廣州紅豆粵劇團,Organization
Jamcityhk Limited,
SDK Asia,
許蓓曲藝會,Organization
在野即興劇團,Organization
壹團和戲,Organization
好友好報,
Jennifer Yim,
Kathy Leung,
Tippi Ng,
包包,
Jeff Li,
非常馬戲團,Organization
蘭軒粵劇研藝社,Organization
香港潮商互助社,Organization
皇朝曲藝苑,Organization
烽藝戲曲學院,Organization
劍生輝粵劇團,Organization
屯門文藝協進會粵劇團,Organization
亞洲體育舞蹈總會,Organization
第四線劇社,Organization
101藝術新聞網,
同樂曲藝會,Organization
華漢藝術中心,
粵港澳舞台藝術創意基地,
臺南市政府文化局,Organization
東華三院,Organization
京崑劇場,Organization
循道衛理聯合教會馬鞍山堂仁愛劇團,Organization
慶昇平粵劇團,Organization
粵劇戲曲文化促進會,Organization
E House Theatre & Production,
生命勵進基金會有限公司,Organization
祥紅坊劇團,Organization
陳惠儀,
香港中文大學文化管理碩士課程,Organization
鳳彩嗚粵劇團,Organization
灣仔劇團,Organization
鳳凰粵劇團,Organization
香港兒童少年粵劇團有限公司,Organization
香港粵樂曲藝總會,Organization
高州市粵劇團,Organization
恒生管理學院學生會戲劇學會,Organization
恒管劇社,Organization
梨園藝萃,
Ada Style,
雷霆曲藝社,Organization
IHOW HK,
松月花館粵藝文化堂,
基督教靈實協會,Organization
翹輝粵劇團,Organization
戲同行大專舞台,
香港亞洲歸主協會維港灣長者會所「世藝劇社」,Organization
香港耆康老人福利會「雋藝劇社」,Organization
阿姆斯特丹劇團,Organization
睇毛騷,
郭鳳女粵藝研習協會,Organization
永華粵藝推廣會,
藝群粵劇團,Organization
兆群英粵劇團,Organization
溫陵掌中木偶藝劇團,Organization
屋托幫劇場,Organization
PMM Media,
毋忘愛,
MakerBay,
演藝戲曲樂隊,
東ACT,
曉角話劇研進社,Organization
內地八厘米戲劇工廠,Organization
哲騰演出運營院線,Organization
舞台聯盟,
雅風軒,
香港粵藝協會,Organization
鳳迎囍粵劇團,Organization
廣東潮州市潮劇團,Organization
香港新韓江潮劇團,Organization
福華年劇團,Organization
劍青粵劇團,Organization
香港戲劇節協會,Organization
永光華粵劇團,Organization
林國偉,
香港中文大學聯合書院,Organization
昇平藝苑,
香港昇平娛樂製作有限公司,Organization
香港查篤撐兒童粵劇協會,Organization
北滘鎮宣傳文體辦公室,
北滘鎮承德小學,Organization
救世軍林拔中紀念學校,Organization
華革文康體藝促進會,
華革粵劇團,Organization
龍駒粵劇團,Organization
戲曲伊甸園,
碧藝軒,
彩雲天劇團,Organization
望遠鏡劇團,Organization
香港專業魔術社,Organization
昇平娛樂製作有限公司,Organization
香港浸會大學中國傳統文化研究中心,Organization
江蘇省蘇州崑劇院,Organization
頌天姬粵劇團,Organization
朗暉粵劇團,Organization
絃升粵藝社,Organization
菁安文藝協會,Organization
囍鳳朝陽粵劇團旺角分會,Organization
中國香港體育協會暨奧林匹克委員會,Organization
金紫荊劇團,Organization
香港孟春秋粵劇團,Organization
劍雪聲輝,
昇懋投資有限公司,Organization
士多啤梨劇團,Organization
海團劇場,Organization
北方布夫劇場,Organization
InstaFunk HK,
尹飛燕製作有限公司,Organization
Alice In Project,
亞朗．列夫席茲,
無界限雜技團,Organization
德布西弦樂四重奏,
納森．鮑伊,
馬丁．伊凡,
妮歌．法拔,
麗莎．高茲渥斯,
羅倫．赫利,
布賴迪．霍伯,
陶德．吉爾比,
謝拉美．馬施德,
丹尼爾．柯布連,
金伯利．柯布連,
凱薩琳．歐姬芙,
保羅．歐姬芙,
鄧肯．韋斯,
比莉．威爾遜- 高菲,
譚家敏劇場作品,Organization
黃定邦,
梁立珠,
輝映劇團,Organization
香港標準舞總會,Organization
鴻嘉寶粵劇團,Organization
鳳溪第一中學,Organization
東華三院李嘉誠中學,Organization
上水東莞小學,Organization
香港青少年服務處,Organization
大埔地區青少年外展社會工作隊,Organization
優人神鼓,
柏林廣播電台合唱團,Organization
兆儀鳴劇團,Organization
顏堅輝,
腦震盪,
健康快車香港基金,Organization
大專戲劇節,Organization
香港城市大學,Organization
香港樹仁大學,Organization
蘭春盛世劇團,Organization
SKaGeN,
Richard Jordan Productions,
De Tijd,
STUK,
Theatre Royal Plymouth,
Big in Belgium,
如意粵劇團,Organization
鳳翔鴻劇團,Organization
北京京劇院,Organization
近未來事務所,
香港粵劇演員會有限公司,Organization
劇場方程式,Organization
韓國國家劇團,Organization
北京舞蹈學院,Organization
Dance Sing Angels,
威煌粵劇團,Organization
William et al. 創作研究室,
香港復康會,Organization
六福珠寶,
西貢街坊會,
灣仔區慈善敬老會,
華山傳統木偶粵劇團,Organization
薛海暉,
英文瀚,
李崇德,
李仙仙,
陳曉嵐,
林穎怡,
張志敏,
楊螢映,
陳嘉茵,
王俊傑,
袁偉燊,
阮韻珊,
芬茲．帕斯卡劇團,Organization
香港肝壽基金,Organization
中區街坊福利會,
西營盤街坊福利會,
西環街坊福利會,
摩星嶺街坊福利會,
金輝粵劇團,Organization
香港青年京劇團,Organization
國笙暉粵劇團,Organization
悅龍暉劇藝坊,Organization
飛鵬木偶團,Organization
雄仔叔叔,
ERTH's Visual & Physical Inc,
仁愛堂,
春風雅集,
中西區區議會文化康樂及社會事務委員會,Organization
中國文化院,Organization
中國民族民間文化藝術交流協會,Organization
香港舞劇團,Organization
劉迎宏,
仟鳳劇團,Organization
汶聲劇團,Organization
鄭鳳玲,
頌英暉劇團,Organization
新韓江潮劇團,Organization
韓藝潮劇團,Organization
粵華雅聚,
龍威粵劇團,Organization
香港源之聲粵劇曲藝會,Organization
翡翠粵劇團,Organization
磐石協會,Organization
濃情好友曲社,Organization
金星粵劇團,Organization
香港粵劇商會,Organization
東區區議會經濟及文化事務委員會,Organization
康韾婦女會,
創世紀學會,
飛揚粵劇團,Organization
陳泰然,
鈴藝曲苑,
新加坡新明星粵劇中心,Organization
貫群天粵劇團,Organization
金堂曲苑,
Thinkingwithoutthinking,
快樂村,
藝進同學會,
超意式劇團,Organization
蘭婷聲藝社,Organization
雷霆曲苑,
臨時戲班,Organization
一新劇團,Organization
賽馬會體藝中學,Organization
中大合唱協會有限公司,Organization
LWS 小丑團,Organization
牆頭草劇團,Organization
PureFunk,
演員的自我搔癢,
香港特別行政區民政事務局,Organization
澳門特別行政區文化局,Organization
貫乾坤有限公司,Organization
藝牽 ARC,
翠羽紅裳粵劇團,Organization
Billy Chan Dance Concepts,
中國致公黨廣州市委員會,
廣州市文化廣電新間出版局,Organization
旅港開平商會,
香港開平同鄉會,Organization
香港司徒氏宗親會,Organization
世界譚氏宗親總會,
廣州粵劇院有限公司,Organization
東舞社,Organization
三覺劇團,Organization
綠悠悠粵藝團,Organization
天比高斐劇場,Organization
身體舞蹈團,Organization
磨墨舞蹈團,Organization
勵君粵劇團,Organization
香港青年基督教徒劇團,Organization
神同在使團,Organization
鳳儀紅劇社,Organization
北方崑曲劇院,Organization
大舞台劇團,Organization
天立娛樂,
張卓琪 Cheung Cheuk Ki,
Lee台戲,
木木日安⊙身體工房,
香港耆康老人福利會及鄰舍輔導會,Organization
dreamUp Communications Limited,
點象藝術協會,Organization
識劇域,Organization
藝菁會,
保良局方樹福堂兒童及青少年發展中心,Organization
異式形態,
寶丁劇團,Organization
后花園,
力恆劇團,Organization
澳洲昆省美慧社,Organization
藝悅藝坊,
馬戲班,Organization
Hot Stage,
香港神鷹劇藝社,Organization
詠雛昇劇團,Organization
演活。藝術,
樂群曲藝社,Organization
香港亞洲歸主協會維港灣長者會所,Organization
深圳市粵劇團,Organization
聯合舞蹈協會,Organization
1123581321劇團,Organization
小鱒魚兒童音樂劇團,Organization
時刻劇場,Organization
廣州文學藝術創作研究院,Organization
中國粵劇保護中心,Organization
廣東八和會館,
廣東八和粵劇團,Organization
廣州市從化區街口街粵劇文化協會,Organization
廣西南寧粵劇團,Organization
澳門一鳴文化藝術中心,
Challenge Cup Finals,
黑白搞作,
生輝粵劇研究中心,Organization
紫昕音樂世界,
研藝坊,
甯明敏,
瓊瑤音樂社,Organization
Y-Space,
德思戲劇教育工作室,Organization
蔡迅彥,
劉卓瑩,
張君洳,
愛慕劇團,Organization
東華三院屯門綜合服務中心,Organization
快樂劇團,Organization
情詩劇團,Organization
博愛醫院,Organization
上海越劇院,Organization
一才劇團,Organization
黃暉木偶皮影,
伍詠欣,
LEZS,
尋找快樂村,
五感感知教育劇場,Organization
澳洲室樂團,Organization
悉尼舞蹈團,Organization
長春社文化古蹟資源中心,Organization
陳慧思,
龍貫天,
燕笙輝劇團,Organization
大地廚房,
黃大仙民政事務處,
2TAK,
香港玩劇團,Organization
她說創作單位,Organization
鳳千紅粵劇團,Organization
MAD Production,
陽春戲曲藝苑,Organization
廣東粵劇院一團,Organization
觀塘敬愛會,
烽舞坊,
Mukoangie,
香港女子足球總會,Organization
香港文化藝術基金會,Organization
拾劇坊,Organization
果陀劇場,Organization
千載一念,
Theatre Noir Foundation,
We Wow Entertainment,
恐怖在線,
Curtain Call Productions,
香港心靈氣功學會,Organization
健障互匡會協辦,
港青專業進修書院,Organization
演藝專場,
明輝文娛有限公司,Organization
雪紅藝苑,
湖北省博物館,
香港仔中心歡樂滿東華2015籌委會,Organization
旭日昇劇團,Organization
無名製作,Organization
MEI Live,
BBC Worldwide,
龔志成音樂工作室,Organization
拉法基金會有限公司,Organization
ImprovAsia,
堂皇曲苑,
華麗戲臺,
惠苑曲藝社,Organization
灣仔中西區工商業聯合會,
香港粵劇團有限公司,Organization
InstaFunk,
POP Theatre,
元朗各界協會,Organization
PLAY'S,
香港合唱團有限公司,Organization
桃花源粵劇工作舍,Organization
粵協合,
香港華光傳統粵劇團,Organization
香港粵劇愼和堂,Organization
Unlock Body Lab,
香港文學館,Organization
中華人民共和國家文化部,
香港文匯報,Organization
福建省人民政府港澳事務辦公室,
福建省文化廳,
劍群娛樂有限公司,Organization
中華文化藝術發展研究會,
宏施慈善基金,
香港童軍東九龍第十旅,Organization
灣仔區議會屬下文化及康體事務委員會,Organization
劉南茜,
Mie Chan,
Candy Lai,
Christy Li,
Erika Ka,
寶藝會,
上海藝動天下文化傳播有限公司,Organization
流星粵劇團,Organization
女力 - 香港,Organization
上海青年京崑劇團,Organization
壁虎劇團,Organization
龍捲風創作,
Culture Production,
疾風勁草．無障礙劇團,Organization
Rotozaza,
一髮溪,
心美曲藝會,Organization
叉燒劇團,Organization
夢想沙龍,
戲夢芝蔴,
香港大學專業進修學院學位課程中心學生會戲劇學會,Organization
Pop Theatre,
向陽飛粵劇團,Organization
香港青少年服務處賽馬會麗城綜合青少年服務中心,Organization
于師傅創作坊,
聯校製作貳零壹伍,Organization
北區文藝協進會北區青年劇社,Organization
北區文藝協進會,Organization
Wild Feast Stage Art,
潮州南安堂福利協進會有限公司,Organization
玉梨春潮劇團,Organization
東區區議會宣傳區議會工作專責小組,Organization
趣軒曲藝社,Organization
Dance Up,
碧華舞蹈學院,Organization
艺鵠有限公司,Organization
愛發夢劇團,Organization
陶戲劇場,Organization
香港小童群益會油塘青少年綜合服務中心,Organization
四年三班,Organization
雯藝軒,
香港南國粵劇團,Organization
Opera Hong Kong,
曜昕教育有限公司,Organization
Abigail Oliveiro,
Brian Williamson,
Katherine Barkman,
Rudy De Dios,
J & J Theatre,
劍飛聲粵劇團,Organization
點星聚,
劇毒,Organization
天寶粵劇團,Organization
福陞娛樂製作有限公司,Organization
福陞粵劇團,Organization
Dancing King,
聚賢軒曲藝社,Organization
佛山粵劇院,Organization
浮子藝苑,
白日劇場,Organization
低級巨星,
座．高円寺,
浮魚藝苑,
香港區潮人聯會,Organization
蘇劇團,Organization
明聲藝軒,
明威樂社,Organization
中國民族民間舞蹈考級中心,Organization
中國民族民間舞蹈評級,Organization
都會歌劇院兒童合唱團,Organization
花火製造,
循道衛理聯合教會安素堂,
永華粵藝推廣中心,
葵青區青年活動委員會,
多元劇場,Organization
夢把戲劇團 La Maquiné,Organization
離島區議會社區事務及文化康樂委員會工作小組,Organization
灣仔區區議會屬下文化及康體事務委員會,Organization
小太陽舞團,Organization
香港愛心魔法團,Organization
Coby Coby Dance Kids,
何穗瑩舞蹈學院,Organization
台灣影舞集表演印象團,Organization
重點製作,Organization
一念製作,Organization
昇平娛樂制作有限公司,Organization
雅研社,Organization
春秋曲藝社,Organization
中華基督教會基真小學,Organization
聖公會奉基小學,Organization
聖公會聖匠中學,Organization
元朗商會小學,Organization
海盜 Pirates Crew,
聖公會靜山小學,Organization
真鐸學校,Organization
仁濟醫院何式南小學,Organization
瓷娃娃劇團,Organization
小紅船劇團,Organization
小紅船粵劇團,Organization
香港幼苗協會兒童少年粵劇團,Organization
仁濟醫院靚次伯紀念中學,Organization
三水同鄉會禤景榮學校,Organization
樂善堂王仲銘中學,Organization
新界婦孺福利會梁省德學校,Organization
hk krump session,
方外無式,
香港學生輔助會小學,Organization
粉嶺官立小學,Organization
寶血女子中學,Organization
李鄭屋官立小學,Organization
路德會聖馬太學校,Organization
獅子會中學,Organization
重投戲,
共進團,Organization
蘇子情,
金輝摯友曲藝社,Organization
拾方工作室,Organization
周熾楷,
高永熙,
黃金城,
黃嘉恆,
王嘉偉,
何綺雯,
盧挺豐,
朱德遷,
楊贊庭,
黃金池,
趙慶雲,
唐宛瑩,
宋樞,
Astro,
東華三院高可寧紀念小學,Organization
培僑小學,Organization
聖公會柴灣聖米迦勒小學,Organization
創藝樂苑,
基督教香港信義會香港青年才藝學院,Organization
安徽祁門目連戲班,Organization
天才教育協會,Organization
演藝戲曲學院,Organization
黃樂韻,
梁美珊,
余敏聰,
李嘉豪,
盧嘉駿,
鄺筑騫,
陳敏芝,
Flow Mo Crew,
香港演藝學院戲曲學院,Organization
麗鳴棠粵藝苑,
湖南省祁劇保護傳承中心,Organization
Respect Hong Kong,
兆嵐粵劇團,Organization
英皇書院同學會小學,Organization
寶血會嘉靈學校,Organization
伊 workshop,
寶血會培靈學校,Organization
粉嶺公立學校,Organization
基督教粉嶺神召會小學,Organization
笨愛劇人,Organization
福建泉州市吳天乙打城戲傳承中心,
下鴨車窗,
巨美娛樂企業有限公司,Organization
月白戲臺,
李迪倫,
麥家威,
關芷琪,
蕭穎芝,
吳泳霖,
孫迪飛,
廖植球,
上海京劇院,Organization
世界體育舞蹈總會,Organization
聯和樂聲曲藝研究中心,Organization
Association Culturelle France Hong Kong Ltd,
法國平民劇團,Organization
法國文化推廣辦公室,
香港法國文化協會,Organization
Marlène Bouniort,
中國戲曲學院學生,Organization
中國戲曲學院畢業生,Organization
Pei Pei Production Co.,
STARWAACK,
舞出人生,
王偉強,
ASSOCIATION CULTURELLEFRANCE-HONG KONG LIMITED,
南區愛心弘揚曲藝社,Organization
Figurentheater Vlinders & Co,
家龍戲劇曲藝會,Organization
廣東舞蹈戲劇職業學院,Organization
荃灣警區,
萬丈紅粵劇團,Organization
慈雲山居民協會,Organization
漢諾威藝術節,
感脈博,
Made4Hire,
伍嘉岐,
彩雲飛粵劇團,Organization
香港危佩儀粵劇藝苑,Organization
崑山樂軒,
麗音藝苑,
香港戲劇創作室,Organization
蘇淑惠,
文嘉玲,
陳玉屏,
碰！劇團,Organization
聲威粵劇團,Organization
香港中華基督教青年會,Organization
Accrorap 舞團,Organization
九龍東北扶輪社,Organization
香港傷殘青年協會,Organization
BE Kids,
役者和戲,
倫敦城西帕拉丁劇院,Organization
戲．無限,
慶運風劇團,Organization
建達曲藝社,Organization
Showstopper Productions Limited,
Departure,
工聯康齡長者服務社,Organization
工聯會沙田地區服務處,
沙田之友,
肇慶市粵劇團,Organization
香港科技大學舞蹈組,Organization
國際婦女會有限公司,Organization
Frankie Chan,
Ho Tung,
Ryan Fong,
教育處,
香港藝術學院,Organization
喜鳳鳴粵劇團,Organization
才藝坊,
聖雅各福群會心飛舞團,Organization
韻姿舞蹈工作坊,Organization
La P en V優之舞,
R & T,
The K Dynasty,
香港城市大學中國文化中心,Organization
中國文化中心,
音樂藝術團有限公司,Organization
香港海南商會,Organization
海口市瓊劇團,Organization
海口瓊劇團,Organization
B-TRIBE,
藝菁會青少年兒童粵劇團,Organization
正音藝苑曲社,Organization
無邊際創作室,
研藝進韻曲藝社,Organization
香港肚皮舞學苑,Organization
藝穗黙劇實驗室,Organization
靈火文化,
沙沙新雜技劇場,Organization
粵劇場,Organization
Pole Divas Limited,
香港靜意畫會,Organization
龍騰燕劇團,Organization
群芳粵藝社,Organization
香港中文大學崑曲研究推廣計劃,Organization
藝術行政主任辦公室,
國際舞蹈聯會,Organization
大風車劇團,Organization
昆士蘭表演藝術中心開箱節,
歡樂人間藝術團,Organization
莫斯科奧巴索夫木偶劇團,Organization
仙蕙鳴粵劇藝社,Organization
火艷星粵劇團,Organization
陸趙鈞鴻教育基金,
廣東潮劇院一團,Organization
娛樂聯盟,
A Vee Corporation Production,
KEY_Theatre,
危佩儀粵劇藝苑,Organization
明星好友曲藝社,Organization
尊賢會,
浙江小百花越劇團,Organization
大埔民政事務處,
大埔青年網絡,
世界凝望者,
浪人劇場有限公司,Organization
承傳文化藝術協會,Organization
金朝陽粵劇團,Organization
廣東省東莞市長安業餘粵劇團,Organization
珮鳴粵藝社,Organization
鳴桐粵劇團,Organization
驕陽粵劇團,Organization
Bowakit Talent,
昇平音樂社,Organization
救世軍竹園青少年中心,
夢劇場計劃,Organization
奏紹良,
太陽娛樂文化,
御星娛樂文化,
G Music,
Unusual,
Union,
永耀娛樂,
湯臣國際,
Dharma Workshop,
香港唐氏綜合症協會,Organization
江湖兒女,
Kenny Chan,
Jo Fuchiwaki,
Gary Tsang,
Jason Choi,
Red Bull Hong Kong,
普樂藝會,
香港美好音樂藝術促進會,Organization
揚州曲藝研究所,Organization
仙樂曲藝社,Organization
拿破輪劇團,Organization
InstaFunk Channel,
Liu,
循道衞理佈道團,Organization
辛西婭哈維,
小偶影院,Organization
灣仔文娛康樂體育會,
劍羣粵劇發展有限公司,Organization
離島婦聯,
重新製作 Re-Production,Organization
香港教育學院音樂劇社2015,Organization
新界喇沙中學,Organization
明愛粉嶺陳震夏中學,Organization
保良局甲子何玉清中學,Organization
東華三院李潤田紀念中學,Organization
香港青少年服務處 大埔地區青少年外展社會工作隊,Organization
西貢區議會藝術及文化活動工作小組,Organization
Marvelous Entertainment,
Nelke Planning,
Hip Hop House Dance Week,
Oulamii Sooj,
都柏林城門劇院,Organization
驫舞劇場,Organization
芮孝承,
創藝傳音話劇團,Organization
新界居民之友社,Organization
坑口鄉事委員會,
西貢商會,
萬宜灣村文娛康樂中心,
紙影院,Organization
Betty Paige Flamenco,
鳳朝陽劇團,Organization
The Flyer,
Mooko@StarOne Int'l,
鄰舍輔導會深水埗康齡社區服務中心,Organization
群藝社同學會,Organization
合拍劇團,Organization
利物浦大眾劇院,Organization
牛津劇院,Organization
威爾斯千禧中心,
華威藝術中心,
荃灣區議會社會服務及社區宣傳委員會長者及復康工作小組,Organization
荃灣區議會,Organization
悅鳴劇團,Organization
箂箂音樂社,Organization
Drum Theatre Plymouth,
Kunstencentrum Vooruit,
Richard Jordan Productions Ltd,
Ontroerend Goed,
The Border Project,
倫敦皇家宮廷劇院,Organization
莉莎．德萬,
庫薩克計劃,
社會服務委員會轄下賀歲粵劇籌備工作會議,Organization
戲劇英語,Organization
So Dance,
屯門民政事務處,
鴻聲演藝社,Organization
鄺渙軒,
駱永健,
駱永杰,
潘啟聰,
九龍區老人福利康樂聯會,
深水埗區議會社區事務委員會,Organization
雯藝軒青少年粵劇曲藝團,Organization
深水埗青少年粵劇培訓計劃學員,Organization
基督教香港信義會青少年中央服務,Organization
香港青年協會賽馬會天悅青年空間,Organization
LockDaHell,
Michael,
Jon Drops Reid,
Joey Kan,
Karl Olivier Dyzee Alba,
BHT Theatre,
香港神託會,Organization
金毅娛樂製作有限公司,Organization
神鷹劇藝社,Organization
深圳粵劇團,Organization
文聲藝苑,
香港遊樂場協會,Organization
睦鄰力量,
北京縱貫綫文化有限公司,Organization
Blunderbus Theatre Company,
荃灣區議會文娛康樂及體育委員會活動工作小組,Organization
康馨婦女會,
頌春秋曲藝社,Organization
沙田新聲曲藝社,Organization
Schoolofhiphop HK,
Gravity Ballet Hong Kong,
Red Foru,
Paprika Studio,
香港耆康老人福利會荃灣長者地區中心,Organization
磐石協會關愛成長路,Organization
高正安,
鄧子琪,
清麗明苑,
潘國權,
丹尼滴藍 Danny Dylan,
春蕾計劃基金,
Angelita Li,
Rick Lau,
Margaret Cheung,
天虹劇團,Organization
格詠藍調,
沙田民政處,
香港管理專業協會羅柱祥中學中文戲劇學會,Organization
戲派,
港力潮洲會中學,Organization
Moron 5,
詩正藝壇,
如陞輝劇團,Organization
金龍劇團,Organization
艷昇輝粵劇曲藝園,Organization
智行基金會,
全聲曲藝同學會,Organization
沙田粵劇團,Organization
香港仔的故事,Organization
黃肇生,
無界樂人,
梁振瀛,
何曉嵐,
徐奕婕,
施卓然,
林健偉,
新劍郎,
柯大衛,
厚德曲藝研究會,Organization
香港普賢教育促進會,Organization
九龍城區節日慶祝活動籌劃工作小組轄下「文化藝術活動」活動小組,
紫翠嫣紅粵劇團,Organization
揚名聲樂苑,
群芳雅舍,
邢金沙戲曲傳習社,Organization
浙江崑劇院,Organization
良施聲粵劇團,Organization
聲色藝戲曲研究社,Organization
怡情雅聚,
群英會,
廈村鄉約甲午年十年一屆太平清醮演戲值理會,
創藝戲曲製作,Organization
城市曲藝苑,Organization
新娛國際綜藝製作有限公司,Organization
鴻圖曲藝社,Organization
深圳粵聲藝苑,
月華樂社,Organization
溢悅聲曲藝會,Organization
戲曲學院音樂科同學,Organization
惠群芳粵劇團,Organization
白雪梅,
粵目演藝工作室,Organization
桃花源粵劇工作室,Organization
榮聲樂苑,
樂善藝會,
大坑坊眾福利會,
民建聯鄭泳舜區議員辦事處,
公共小型巴士總商會,
高峯曲藝社,Organization
盈月軒,
高齡教育工作者聯誼會,
悅星研藝社,Organization
形動社,Organization
瑪莉研藝中樂,
小百合劇團,Organization
守望行動,
玉華年劇團,Organization
屯門之友,
民建聯,
玉喬曲藝苑,Organization
沙田馬鞍山居民聯會,
悅雯樂軒,
英暉藝苑,
現代工作室,Organization
錦鳴樂苑,
竹園邨青怡協會,Organization
錦昇聲樂苑,
葵青樂怡之友,
吳劍昇議員辦事處,
蝶如蓮藝術會,
龍慧樓互助委員會,
離島粵曲社,Organization
博愛醫院陳士修紀念社會服務中心,Organization
琴緣樂社,Organization
美樂樓互助委員會,
美景樓互助委員會,
美麗樓互助委員會,
美秀樓,
美致樓,
美滿樓,
美庭樓各互委會,
美林之友,
新恆基國際物管業管理有限公司,Organization
省港曲藝協進會,Organization
恒健樓互助委員會,
楊玉光先生慈善基金有限公司,Organization
聯和墟居民協會,Organization
藝林曲藝苑,Organization
鑽石山龍蟠苑居民協會,Organization
龍蟠苑業主聯會,
香港仔中心歡樂滿東華2014籌委會,Organization
玉鳳鳴曲藝社,Organization
華韻曲藝社,Organization
凌安僖曲藝社,Organization
朗之聲曲藝苑,Organization
東頭邨居民聯會,
樂弦佳韻,
雅樂曲藝苑,Organization
凰軒藝舍,
西貢區潮州同鄉會,
粵韻生花同樂會,
兆群英劇團,Organization
艷陽軒曲藝社,Organization
疊鳳曲藝社,Organization
欣暉曲藝苑,Organization
影舞飛翔,
玉喬曲藝社,Organization
麗閣邨麗蘭樓互助委員會,
樂藝軒曲藝社,Organization
美樂軒曲藝社,Organization
樂康婦女會,
詩樂粵曲藝術研究社,Organization
佛學動力文化藝術基金會,
創藝戲曲制作,Organization
悅之聲,
香港潮劇聯誼社,Organization
雪映藝軒,
豪之聲樂社,Organization
聲輝曲藝苑,Organization
錦綉明輝藝苑,
香港中文大學 中國文化研究所,Organization
崑曲研究推廣計劃,
上海戲曲學院,Organization
香港房屋協會勵德邨辦事處,Organization
謙和樂韻,
香港政策評議聯盟,Organization
牡丹紅曲苑,
樂滔滔曲藝社,Organization
新粵實驗舞臺,
悅聲華劇團,Organization
笙歌曲藝苑,Organization
立法會議員李卓人辦事處,
樂逍遙曲藝研習社,Organization
太和活力之友義工團,Organization
廈村鄉約十年一屆太平清醮演戲值理會,
香港仔中心歡樂滿東華籌委會,Organization
深水埗民政署,
蕙苑曲藝社,Organization
香港警務處西九龍總區刑事總部,Organization
錦紅霞劇團,Organization
石澳居民會有限公司,Organization
廈村鄉約十年一屆太平清醮,
廣興舞台佈景製作公司,Organization
嘉顯藝劇團,Organization
逸雅苑居民協會,Organization
逸雅苑業主立案法團,Organization
日燊悅耳曲藝院,Organization
流浪動物之家,
琛苗粵藝教習坊,
蓮花曲藝苑,Organization
香港滿江紅粵劇發展有限公司,Organization
恵風曲藝社,Organization
鵲屏樓互助委員會,
陽光樂韻,
盈盈曲藝社,Organization
映彤群劇團,Organization
梅花曲藝社,Organization
悅屏樓互助委會,
舞．感覺制作有限公司,Organization
香港天津聯誼會,Organization
藍田德慧雅集,
德田之友社,Organization
粵曲班,Organization
藝菁薈,
東涌鄉事委員會,
上海戲曲藝術中心,Organization
詠紫紅劇團,Organization
紫竹紅梅粵劇團,Organization
中央電視台戲曲音樂頻道,
布袋澳恭祝洪聖爺寶誕演戲值理會,
民建聯大埔支部,
黃容根議員辦事處,
梓翠曲韻薈社,Organization
旅港大長隴鄉萃渙堂有限公司,Organization
仙姿妙韻曲藝社,Organization
鄧根年議員辦事處,
打鼓嶺區鄉事委員會粵之聲曲藝學會,Organization
香港幼苗協會,Organization
海怡半島婦女聯合會,
奇力灣婦女會,
鴨脷洲北岸婦女聯合會,
石排灣婦女會,
玫瑰戲曲藝苑,Organization
諸朋久友曲社,Organization
安景街居民協會,Organization
山貝村村公所,
鳳笙軒曲藝社,Organization
天水圍關注組,
香港兒童少年粵劇團,Organization
華藝軒粵曲研究社,Organization
翰伶戲曲學會,
曲藝大聯盟,Organization
長沙灣潮州工商盂蘭聯誼會,
沙螺灣演戲值理會,
西區石塘咀街坊潮僑盂蘭勝會,
荃灣潮僑街坊盂蘭勝會,
惠僑有限公司,Organization
荃藝曲社,Organization
尖沙咀官涌盂蘭勝會有限公司,Organization
佛教三角碼頭盂蘭勝會慈善有限公司,Organization
香港粵劇演員會,Organization
潮州公和堂聯誼會有限公司,Organization
長沙灣街坊福利會孟蘭勝會,
沙田潮僑福利會,
榮藝粵樂苑,
香港潮僑公益協進會有限公司,Organization
土瓜灣區潮僑工商盂蘭勝會有限公司,Organization
鳴鶯曲藝社,Organization
深井潮僑街坊盂蘭勝會,
曲曲妙曲藝社,Organization
碧雲飛曲藝粵劇團,Organization
影友文化藝術協會,Organization
九龍城潮僑盂蘭會有限公司,Organization
深水埗石硤尾白田邨潮僑盂蘭勝會,
元朗潮僑盂蘭會,
頤康藝術文化協會,Organization
伯樂會,
沙頭角民生福行會,
沙頭角區鄉事委員會,
易恆文化,
秀茂坪潮僑街坊盂蘭勝會,
觀塘潮僑工商界盂蘭勝會有限公司,Organization
油麻地潮僑聯誼會,
紅磡三約潮僑盂蘭友誼會,
Spring Glory Cantonese Opera Workshop,
黃大仙新蒲崗鳳凰邨街坊盂蘭會有限公司,Organization
藍田街坊潮僑盂蘭有限公司,Organization
潮州南安堂福利協進會,Organization
錦田大江埔潮僑盂蘭會慈善團體第五十七屆盂蘭勝會,Organization
