Year,Newly constructed id for migration,blank,1=巡迴展,location_en,location_tc,district_en,district_tc,venue_en,venue_tc,New_venue_en,New_venue_tc,site/展區簡稱,exh_venue/展場名稱,media1_en,media1_tc,media2_en,media2_tc,title_en,title_tc,title_combine,subtitle_en,subtitle_tc,start_date (dd/mm/yyyy),end_date (dd/mm/yyyy),Start_Year/首展年份,Start_Month/首展月份,permanent_exh/常設展,organizer_en,organizer_tc,co_organizer_en,co_organizer_tc,curator_en,curator_tc,participant_en,participant_tc,remark_en,remark_tc,count_exh/數量,site_count/展區數量,site_recode,space/活化空間,Media1 Code,Media2 Code,media_code/兩種媒介或以上,Venue_to_count,Venue_type_exh_count,Space_type_exh_count,Date to count,Count_exh = Date to count?,actual_exh_days/實際展期天,count_exh_day/年度展期天,adc_remarks,adc_remarks_date,,,,,,,,,,,,,,,,,,,,,,,Remarks,Remarks,Reference link,indoor/outdoor/both
1516,15161314,.,0,Local,本地,.,.,"15C, Entertainment Building, 30 Queens Road, Central",中環皇后大道中30號娛樂行15樓C,,,GAL,Pace Gallery,Painting,繪畫,.,.,Yoshitomo Nara: stars,奈良美智：星星,.,.,.,13/03/2015,25/04/2015,2015,3,0,Pace Gallery,佩斯香港,.,.,.,.,Yoshitomo Nara,奈良美智,.,.,1,exhibitions,1,1,6,88,#REF!,,0,,44,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161315,.,0,Local ,本地,.,.,"H303, PMQ",PMQ H303 ,,,PMQ,DUST PRODUCTION,Design,設計,.,.,Young Design Hub Pop Up Exhibition,請參閱英文版本,.,.,.,25/03/2015,11/04/2015,2015,3,0,Young Design Hub@Chocolate Rain,.,.,.,.,.,Chocolate Rain,.,.,.,1,exhibitions,1,1,4,6,#REF!,,0,42088,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161316,.,0,Local ,本地,.,.,"Unit 13, Cattle Depot Artist Village, 63 Ma Tau Kok Road, Kowloon",土瓜灣馬頭角道63號牛棚藝術村13號,,,ART,Videotage,New Media Art,新媒體藝術,.,.,Your Flying Hong Kong Taste Biennial Exhibition ,妳李您香港味飛雙年展,.,.,.,27/11/2015,27/11/2015,2015,11,0,MiniandMichael,MiniandMichael,.,.,Lemon Lee and Michael Lee,請參閱英文版本," Lemon Lee, Matt Lee, Michael Lee, Mini Choi Lee, and Patrick Lee",請參閱英文版本,.,.,1,exhibitions,1,1,5,6,13,,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1516,15161317,.,0,Local ,本地,.,.,Goethe-Gallery and Black Box Studio,香港藝術中心香港歌德學院歌德藝廊及黑盒子,,,ART,Goethe-Gallery,New Media Art,新媒體藝術,.,.,Your skin makes me cry,Your skin makes me cry,.,.,.,28/10/2015,21/11/2015,2015,10,0,"Goethe Gallery, Goethe-Institut Hong Kong",香港歌德學院歌德畫廊,.,.,"Olaf Stuber, Leonhard Emmerling",請參閱英文版本,.,.,.,.,1,exhibitions,1,1,5,88,13,,0,,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,15161318,.,0,Non-local,非本地,.,.,MOCA Museum Beijing,請參閱英文版本,,,777,777,Painting,繪畫,.,.,Youth Plus,請參閱英文版本,.,.,.,24/09/2015,23/10/2015,2015,9,0,Gaffer,請參閱英文版本,.,.,.,.,Jessi Wong,請參閱英文版本,.,.,1,exhibitions,0,777,77,77,#REF!,,0,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,15161319,.,0,Local,本地,.,.,Hong Kong Cultural Centre Foyer Exhibition Area,香港文化中心大堂展覽場地,,,PA,Cultural Centre Foyer Exhibition Areas,Photography,攝影,.,.,Youth/See Photographic Exhibition,《從新‧看見》攝影展,.,.,.,27/11/2015,29/11/2015,2015,11,0,Suicide Prevention Service,生命熱線,.,.,.,.,.,.,.,.,1,,1,1,1,88,#REF!,,0,,3,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161320,.,0,Local,本地,.,.,"Sheung Wan, Pearl Lam Galleries Hong Kong SOHO Shop No. 1 G/F & 1/F, SOHO 189, 189 Queen’s Road West","香港上環皇后大道189號, SOHO 189",,,GAL,Pearl Lam Galleries - multi,Mixed Media and Installation,混合媒介及裝置,.,.,Yuansu Projects,請參閱英文版本,.,.,.,11/03/2015,19/04/2015,2015,3,0,Pearl Lam Galleries,藝術門,.,.,.,.,Ren Ri,.,.,.,1,exhibitions,1,1,6,88,#REF!,,1,42074,40,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161321,.,0,Local,本地,.,.,"Singing Waves Gallery, 6/F, Amenities Building, City University of Hong Kong",城市大學濤聲藝廊,,,SCH,CITYU - Singing Waves Gallery,Painting,繪畫,.,.,Yuens Colour: Exhibition of Hong Kong Famous Oil Painter Yuen Chi Leung,「袁」‧色彩--香港名畫家袁志良油畫展,.,.,.,06/10/2015,08/11/2015,2015,10,0,"The Cultural and Sports Committee, City University of Hong Kong",香港城市大學文康委員會,.,.,.,.,Yuen Chi-leung,袁志良,.,.,1,exhibitions,1,1,2,88,#REF!,,0,,34,34,yuen colour oct 2015 001.jpg;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161322,.,0,Local ,本地,.,.,"Unit D, 15/F Entertainment Building, 30 Queen's Road Central, Hong Kong ",中環皇后大道中30號娛樂行15樓D室,,,GAL,Axel Vervoordt Gallery,Mixed Media and Installation,混合媒介及裝置,.,.,Yuko Nasaka,Yuko Nasaka,.,.,.,12/03/2015,25/04/2015,2015,3,0,Axel Vervoordt Gallery,Axel Vervoordt Gallery,.,.,.,.,Yuko Nasaka,.,.,.,1,exhibitions,1,1,6,88,#REF!,,1,42075,45,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161323,.,0,local,本地,.,.,"19/F, 18 On Lan Street ,Central",中環安蘭街18號19樓,,,GAL,Tang Contemporary Art Hong Kong,Mixed Art-Forms,綜合展,.,.,ZHAO ZHAO Solo Exhibition,趙趙個人項目,.,.,.,21/03/2016,24/04/2016,2016,3,0,Tang Contemporary Art - Hong Kong,香港當代唐人藝術中心,.,.,.,.,.,.,"Tang Contemporary Art is proud to present a major solo exhibition at their new Central gallery space for leading contemporary Chinese artist ZHAO ZHAO, curated by Cui Cancan. The exhibition will present new works from the artist’s series Lighter, Fragments, Untitled, and Safe, after spending a year in production. Working in a wide variety of materials and techniques, these new works address the state of security.","　 
“真實·亦或幻象” 展出七位重要中國當代藝術家的精選作品。是次展覽探索藝術家們如何在過去十年的當代藝術實踐中影響了當代中國藝術史的發展，並建立 21 世紀中國當代藝術獨特的新藝術語言。
 
這展覽探討了中國當代社會文化發展徘回掙扎下所產生的政治意象。是次群展的藝術家年齡從 60 後跨越到 80 後，他們在見證中國經濟的高速增長的背景下，創作出一批極具時代特性的作品。作品涵蓋多種創作方式和主題，從具象繪畫到抽象繪畫，從“自我表達”到“集體關注”，均呈現了當代中國藝術“構建現實”的範例。不論藝術家所描繪的是事實還是幻象仍有待識別。",1,exhibitions,1,1,6,88,#REF!,,1,,35,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161324,.,0,Local,本地,.,.,"Room B1, 10/F, Hoi Bun Industrial Building, 6 Wing Yip St., Kwun Tong",觀塘榮業街6號10字樓B1室,,,GAL,BLINk Gallery,Painting,繪畫,.,.,Zheng XiLin Exhibition,「五色天華」國禮級礪金畫師鄭希林畫展,.,.,.,22/10/2015,24/10/2015,2015,10,0,Blink Gallery,Blink Gallery,.,.,.,.,XiLin Zheng,鄭希林,.,.,1,exhibitions,1,1,6,4,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161326,.,0,Local,本地,.,.,"S414, PMQ",PMQ S414,,,PMQ,KEF Pop-up Store,Painting,繪畫,.,.,"Zlism: ""I am not alone"" Exhibition",請參閱英文版本,.,.,.,31/05/2015,29/06/2015,2015,5,0,"Zlism ""I am not alone"" Exhibition",請參閱英文版本,.,.,.,.,.,.,.,.,1,exhibitions,1,1,4,6,#REF!,,0,,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161327,.,0,Local,本地,.,.,"129 - 133 Wellington Street, Ground Floor
Central, Hong Kong ",中環威靈頓街129-133號地下,,,GAL,Art Beatus Gallery,Painting,繪畫,.,.,Zodiac,Zodiac,.,.,.,03/06/2015,25/06/2015,2015,6,0,Art Beatus Gallery,精藝軒,.,.,.,.,Wang Nengtao,請參閱英文版本,.,.,1,exhibitions,1,1,6,88,#REF!,,0,,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161328,.,0,local,本地,.,.,"Hong Kong Central Library, 8/F, Cultural and Historical Resources Corner",銅鑼灣高士威道66號香港中央圖書館八樓文化及歷史資源角,,,LIB,Hong Kong Central Library,Others,其他,.,.,.,一起走過的日子：六、七十年代香港社會,.,.,.,24/02/2016,02/05/2016,2016,2,0,Hong Kong Public Libraries,香港公共圖書館,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,69,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161329,.,0,local,本地,.,.,City Hall Exhibition Hall,香港大會堂展覽廳,,,PA,City Hall Exhibition Hall,Others,其他,.,.,.,中國傳統文化之易學圖像展,.,.,.,26/03/2016,31/03/2016,2016,3,0,"Hong Kong Taoist Association, Hong Kong Sino-Western Culture Exchange Association",香港道教聯合會，香港中外文化藝術交流協會,.,香港道教聯合會，香港中外文化藝術交流協會,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161330,.,0,local,本地,.,.,"7A Kennedy Road, Central, Hong Kong",中區堅尼地道七A,,,VA,Hong Kong Visual Arts Centre,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,中國夢．濃墨重彩畫人生─葉志華作品全國巡迴展,.,.,.,12/02/2016,15/02/2016,2016,2,0,Hong Kong Visual Arts Centre Exhibition Hall,香港視覺藝術中心,.,.,.,.,.,葉志華,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161331,.,0,Local,本地,.,.,"L2-10, JCCAC, 30 Pak Tin Street, Shek Kip Mei",石硤尾白田街30號賽馬會創意藝術中心二樓10室,,,JCCAC,Lumenvisum,Photography,攝影 ,.,.,寫生 • 張偉樂,Still life • Cheung Wai Lok,.,.,.,04/12/2015,17/01/2016,2015,12,0,Lumenvisum,光影作坊 ,.,.,.,.,Cheung Wai Lok,張偉樂,.,.,1,exhibitions,1,1,4,6,#REF!,,0,,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1516,15161332,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,張聖果師生書法展,.,.,.,15/01/2016,18/01/2016,2016,1,0,Hong Kong Calligraphy and Seal Society,香海書畫篆刻學會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161333,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,書畫名家邀請展,.,.,.,07/03/2016,10/03/2016,2016,3,0,Hong Kong Culture and Art Promotion Association,香港文化藝術推廣協會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161334,.,0,Local,本地,.,.,"JCCAC, Central Courtyard, L2 Terrace, 30 Pak Tin street, Shek Kip Mei","石硤尾白田街30號賽馬會創意藝術中心中央庭園, L2平台",,,JCCAC,JCCAC - public,Mixed Art-forms,綜合展,.,.,流動．空間之博弈,流動．空間之博弈,.,.,.,17/04/2015,07/05/2015,2015,4,0,Please refer to Chinese version,"香港藝術及設計聯會, KaHing Design & Visual Art, 聯區小販發展平台",.,.,KaHing Design & Visual Art,KaHing Design & Visual Art,.,.,.,.,1,exhibitions,1,2,4,6,#REF!,,1,,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1516,15161335,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,淨墨研藝社《淨意禪心》會員書畫作品展,.,.,.,18/03/2016,20/03/2016,2016,3,0,Jing Mo Chinese Painting And Calligraphy Society,淨墨研藝社,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161336,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,第十六屆中國書法文憑畢業展,.,.,.,26/02/2016,28/02/2016,2016,2,0,"School of Continuing and Professional Studies, The Chinese University of Hong Kong",香港中文大學專業進修學院,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161337,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,藝薈香江一中華藝風書畫會訪港畫展,.,.,.,15/03/2016,17/03/2016,2016,3,0,International Youth Cultural Exchange Association,國際青年文化交流中心（香港）,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161338,.,0,Local,本地,.,.,"Unit 601, 6/F, Chai Wan Industrial City Phase 1, 60 Wing Tai Road, Chai Wan",柴灣永泰路60號柴灣工業城第一座601室,,,GAL,Platform China Contemporary Art Institute,Painting,繪畫,.,.,.,邱瑞祥,.,.,.,28/05/2015,31/08/2015,2015,5,0,Platform China (Hong Kong),站台中國當代藝術機構（香港）,.,.,.,.,Please refer to the Chinese Version,邱瑞祥,.,.,1,exhibitions,1,1,6,3,#REF!,,0,,96,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161339,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,鄒秀鳳師生水墨畫展,.,.,.,08/01/2016,10/01/2016,2016,1,0,Hong Kong Chinese Arts Club,香港中國美術會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161340,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,香海書畫篆刻學會會員作品展,.,.,.,11/03/2016,14/03/2016,2016,3,0,Hong Kong Calligraphy and Seal Society,香海書畫篆刻學會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161341,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,香港水明樓畫會會員作品展2016,.,.,.,04/03/2016,06/03/2016,2016,3,0,Shui Ming Art Association,香港水明樓畫會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161342,.,0,local,本地,.,.,"3/F, New Lee Wah Centre, 88 To Kwa Wan Road, Kowloon, Hong Kong",九龍瓜灣道88號新利華中心3樓,,,GAL,Wan Fung Art Gallery,Painting,繪畫,.,.,.,香港第二屆國石藝術研討會及展覽 暨《藝海輟英》- 2016迎春精品大展,.,.,.,16/01/2016,05/02/2016,2016,1,0,Wan Fung Art Gallery,雲峰畫苑,.,.,.,.,.,王無邪、王昌楷、王明明、石 齊、石  晶、江  淳、何家英、杜應強、宋 滌、宋玉輝、沈道鴻、李永文、李長田、吳齊鳴、吳家禮、招務超、邢誠愛、林湖奎、周中耀、胡永凱、徐 希、徐惠君、黃有維、黃茂強、張 步、張  藝、張鎮華、梁 岩、馮霖章、馮長江、馮一鳴、楊延文、楊僖宏、舒益謙、孫建林、雷  玲、趙澄襄、蔣德斌、劉懋善、劉藏元、劉可明、蘇維賢,.,這次雲峰畫苑特意精選中港不同地區數十位實力派畫家的作品作為向廣大藝術愛好者送上新年美好的祝福。參展畫家作品題材多變，各有特色，包括了山水、花鳥、人物和動物，蘊含春意和詩情。藝術家們以各自的演繹，帶出對新一年的美好期盼，鼓勵人們滿懷希望去迎接新一年的種種挑戰。,1,exhibitions,1,1,6,5,#REF!,,0,,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161343,.,0,local,本地,.,.,City Hall Exhibition Hall,香港大會堂展覽廳,,,PA,City Hall Exhibition Hall,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻,.,.,.,香港紅荔書畫會年展及芳草杯少年作品大賽獲獎作品展,.,.,.,29/01/2016,31/01/2016,2016,1,0,"Hung Li Chinese Calligraphy & Painting Society, Hong Kong",香港紅荔書畫會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,0,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1516,15161344,.,0,local,本地,.,.,City Hall Exhibition Gallery,香港大會堂展覽館,,,PA,City Hall Exhibition Gallery,Mixed Art-forms,綜合展,.,.,.,香港美術專科學校校友會《會員》與《校友》展,.,.,.,21/01/2016,23/01/2016,2016,1,0,Hong Kong Academy of Fine Arts Alumni Association,香港美術專科學校校友會,.,.,.,.,.,.,.,.,1,exhibitions,1,1,1,88,#REF!,,1,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170001,.,0,Local,本地,Kowloon Tong,九龍塘,"Koo Ming Kown Exhibition Gallery, CVA Building, Hong Kong Baptist University",香港浸會大學傳理視藝大樓顧明均展覽廳,,,SCH,BU-Koo Ming Kown Exhibition Gallery,Ceramics,陶藝,.,.," 
Ceramics Said",陶說,.,.,.,08/12/2016,17/12/2016,2016,12,0,"Academy of Visual Arts, HKBU",香港浸會大學視覺藝術院,.,.,.,.,.,.,.,.,1,exhibitions,,,,2,1,88,1,0,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,both
1617,16170002,.,0,Local,本地,Shek Kip Mei,石硤尾,"L2-10, Jockey Club Creative Arts Centre, 30 Pak Tin Street",白田街30號賽馬會創意藝術中心L2-10,,,JCCAC,JCCAC-Lumenvisum,Photography,攝影,.,.," ""No Details, Not Whole"" A Solo Exhibition by Jamsen Law",《表．述》羅琛堡個展,.,.,.,02/09/2016,09/10/2016,2016,9,0,Lumenvisum,光影作坊,.,.,.,.,.,.,.,.,1,exhibitions,,,,4,1,6,1,0,1,38,38,,,,,,"exh_venue: For all JCCAC, we just follow how it was coded in the past data.",,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170003,.,0,Local,本地,Sai Ying Pun,西營盤,"2/F, 2 University Drive, Hong Kong",香港大學道2號2樓,,,SCH,HKU-Jao Tsung-I Petite Ecole,Mixed Art-Forms,綜合展,.,., A Celebration of the 100th Birthday of Professor Jao Tsung-i,「香江藝韻 ─ 饒宗頤教授百歲學藝展」選展,.,.,.,07/03/2016,08/04/2016,2016,3,0,"Jao Tsung-I Petite Ecole, The University of Hong Kong",香港大學饒宗頤學術館,.,.,.,.,.,.,.,.,1,exhibitions,,,,2,1,88,1,1,1,33,8,,,,,check from website http://www.jaostudies.com/tc/activities/item/16,"1. For venue, should it be ""Tang Chi Ngong Building, Hong Kong University 香港大學鄧志昂樓""?
2. For participant, should it be ""饒宗頤及香江藝術家""?",,,,,,,,,,,,,,,,,,,,,,,both
1617,16170004,.,0,Local,本地,Central,中環,"Hong Kong Visual Arts Centre, 7A Kennedy Road",堅尼地道7A香港視覺藝術中心,,,VA,Hong Kong Visual Arts Centre,Painting,繪畫,"Chinese Painting, Calligraphy and Seal Carving",書畫篆刻, PS50- works by Calvin Poon and Stephen Yau,「光源50」 -遊榮光、潘源良作品展,.,.,.,13/07/2016,18/07/2016,2016,7,0,"Calvin Poon, Stephen Yau",游榮光、潘源良,.,.,.,.,"Calvin Poon, Stephen Yau",游榮光、潘源良,.,.,1,exhibitions,,,,1,1,88,1,1,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170005,.,0,Local,本地,Central,中環,"The Hong Kong Jockey Club Former Explosives Magazine, 9 Justice Drive",金鐘正義道九號,,,ASHK,Asia Society Hong Kong,Painting,繪畫,.,.,"
Shen Wei: Dance Strokes",沈偉：舞繪,.,.,.,20/03/2016,04/04/2016,2016,3,0,Asia Society Hong Kong Center,亞洲協會香港中心,.,.,.,.,Shen Wei,沈偉,.,.,1,exhibitions,,,,4,1,6,1,0,1,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170006,.,0,Local,本地,Shek Kip Mei,石硤尾,"L5-05, Jockey Club Creative Arts Centre, 30 Pak Tin Street",白田街30號賽馬會創意藝術中心L5-05,,,JCCAC,JCCAC-Tang's Studio,Painting,繪畫,.,.,"""Bring Me Home"" Art Project - work of Tang Ying Chi",「帶我回家」藝術計劃 - 鄧凝姿作品,.,.,.,26/11/2016,27/11/2016,2016,11,0,Tang's Studio,鄧氏工作室,.,.,.,.,.,.,.,.,1,exhibitions,,,,4,1,6,1,0,1,2,2,,,,,,Please confirm the exhibition date,"end date will be updated as ""2016/11/27""","end_date updates as ""2016/11/27""",,,,,,,,,,,,,,,,,,,,,indoor
1617,16170007,.,0,Local,本地,Shek Kip Mei,石硤尾,"L5-23, Jockey Club Creative Arts Centre, 30 Pak Tin Street",白田街30號賽馬會創意藝術中心L5-23,,,JCCAC,JCCAC-Unit Gallery,Ceramics,陶藝,.,.,"""Daily Work"" Exhibition of Handmade Objects and Vessels",《日常手作》手造器與物展覽,.,.,.,26/11/2016,18/12/2016,2016,11,0,Unit Gallery,Unit Gallery,.,.,.,.,.,.,.,.,1,exhibitions,,,,4,1,6,1,0,1,23,23,,,,,,"exh_venue: For all JCCAC, we just follow how it was coded in the past data.",,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170009,.,0,Local,本地,Central,中環,"Hong Kong Museum of Medical Sciences,  2, Caine Lane, Mid Levels",半山區堅巷2號香港醫學博物館,,,MU,Hong Kong Museum of Medical Sciences,Mixed Media and Installation,混合媒介及裝置,.,.,"""Essence"" - Zhang Yanzi Solo Exhibition at HKMMS",「本」章燕紫香港醫學博物館個人展覽,.,.,.,08/07/2016,28/08/2016,2016,7,0,Galerie Ora-Ora,方由美術,.,.,.,.,.,.,.,.,1,exhibitions,,,,1,1,88,1,1,1,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170010,.,0,Local,本地,Sham Shui Po,深水埗,"1/F , 220 Apliu Street",鴨寮街220號1樓,,,ART,100ft PARK,Prints,版畫,.,.,"""Everything OK"" - Solo Exhibition of onion peterman",《一切正常》｜onion peterman 個展,.,.,.,21/05/2016,30/06/2016,2016,5,0,100 ft. PARK,百呎公園,.,.,.,.,onion peterman,onion peterman,.,.,1,exhibitions,,,,5,1,88,1,0,1,41,41,,,,,http://www.100ftpark.hk/exhibition_1/everything-ok,"1. For media, should we also include ""Prints""?
2. For end_date, should it be ""2016/06/30""? As the exhibition was extended, which was shown in website
3. For organizer_en, it should be ""100 ft. PARK""","would it also be cateogised as ""Print""?
end date will be updated as ""2016/06/30""? As the exhibition was extended, which was shown in website
organizer_en typo. it should be ""100 ft. PARK""","1. media1_en & media1_tc update as ""Prints"" & ""版畫""
2. end_date updates as ""2016/06/30""
3. organizer_en updates as ""100 ft. PARK""",,,,,,,,,,,,,,,,,,,,,indoor
1617,16170015,.,0,Local,本地,Shek Kip Mei,石硤尾,"L5-23, Jockey Club Creative Arts Centre, 30 Pak Tin Street",白田街30號賽馬會創意藝術中心L5-23,,,JCCAC,JCCAC-Unit Gallery,Ceramics,陶藝,.,.,"""House"" Ceramics Exhibition by Ida Yu",《房子》余佩華個展,.,.,.,03/09/2016,25/09/2016,2016,9,0,Unit Gallery,Unit Gallery,.,.,.,.,.,.,.,.,1,exhibitions,,,,4,1,6,1,0,1,23,23,,,,,,"exh_venue: For all JCCAC, we just follow how it was coded in the past data.",,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170016,.,0,Local,本地,Shek Kip Mei,石硤尾,"L5-23, Jockey Club Creative Arts Centre, 30 Pak Tin Street",白田街30號賽馬會創意藝術中心L5-23,,,JCCAC,JCCAC-Unit Gallery,Ceramics,陶藝,.,.,"""Lad & Mountain"" - ceramics exhibition by Yiu Chun Wa",《少年與山》姚俊樺陶瓷作品展覽,.,.,.,22/10/2016,20/11/2016,2016,10,0,Unit Gallery,Unit Gallery,.,.,.,.,.,.,.,.,1,exhibitions,,,,4,1,6,1,0,1,30,30,,,,,,"exh_venue: For all JCCAC, we just follow how it was coded in the past data.",,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170017,.,0,Local,本地,Wong Chuk Hang,黃竹坑,"Room D, 8/F, Kwai Bo Industrial Building, 40 Wong Chuk Hang Road",黃竹坑道40號貴寶工業大廈8d,,,ART,Floating Projects,New Media Art,新媒體藝術,.,.,"""New Territories"", Charles Richardson",請參閱英文版本,.,.,.,11/02/2017,19/02/2017,2017,2,0,Floating Projects,據點‧句點,.,.,.,.,Charles Richardson,.,.,.,1,,,,,5,1,2,1,0,1,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,indoor
1617,16170018,.,0,Local,本地,Sham Shui Po,深水埗,"1/F, 98 Apliu Street",鴨寮街98號1樓,,,ART,Things that can happen,Mixed Art-Forms,綜合展,.,.,"""Offhand-over"": An Experiment by Tang Kwok Hin",「手勢」－鄧國騫的一個實驗,.,.,.,24/11/2016,04/12/2016,2016,11,0,Things that can Happen,咩事藝術空間,.,.,.,.,TANG Kwok-hin,鄧國騫,.,.,1,exhibitions,,,,5,1,88,1,1,1,11,11,,,,,http://www.thingsthatcanhappen.hk/ldquooffhand-overrdquo-an-experiment-by-tang-kwok-hin65372123002516321218123013715922283394673034019968204912352639511.html,"1. For start_date, should it be ""2016/11/24""?
2. For end_date, should it be ""2016/12/04""?","start date will be updated as ""2016/11/24""
end date will be updated as ""2016/12/04""","start_date updates as ""2016/11/24"";
end_date updates as ""2016/12/04""",,,,,,,,,,,,,,,,,,,,,indoor
